行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價,申報地價,核定申報地價情形
萬華區,漢中段一小段,06560000,220.0,0001,A,1,1,"165,381","165,381",按公告地價100%申報
萬華區,漢中段一小段,06550002,290.0,0001,A,1,1,"162,439","162,439",按公告地價100%申報
萬華區,漢中段一小段,06550001,2.0,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,06700000,27.0,0001,A,1,1,"252,425","252,425",按公告地價100%申報
萬華區,漢中段一小段,06690000,36.0,0001,A,1,1,"252,425","252,425",按公告地價100%申報
萬華區,漢中段一小段,06680000,13.0,0001,A,1,1,"368,150","368,150",按公告地價100%申報
萬華區,漢中段一小段,06670001,1.0,0001,A,1,1,"368,150","368,150",按公告地價100%申報
萬華區,漢中段一小段,06670000,35.0,0001,A,1,1,"368,150","368,150",按公告地價100%申報
萬華區,漢中段一小段,06660001,2.0,0001,A,1,1,"335,083","335,083",按公告地價100%申報
萬華區,漢中段一小段,06660000,15.0,0001,A,1,1,"335,083","335,083",按公告地價100%申報
萬華區,漢中段一小段,06650000,42.0,0001,A,1,1,"335,083","335,083",按公告地價100%申報
萬華區,漢中段一小段,06640000,38.0,0001,A,1,1,"319,433","319,433",按公告地價100%申報
萬華區,龍山段一小段,08590000,1089.0,0001,A,1,1,"51,819","51,819",按公告地價100%申報
萬華區,龍山段一小段,05700001,426.0,0001,A,1,1,"79,704","79,704",按公告地價100%申報
萬華區,龍山段一小段,05700000,779.0,0001,A,1,1,"76,092","76,092",按公告地價100%申報
萬華區,漢中段三小段,02170000,250.0,0001,A,1,1,"95,100","95,100",按公告地價100%申報
萬華區,漢中段三小段,02160001,4.0,0001,A,1,1,"95,100","95,100",按公告地價100%申報
萬華區,漢中段三小段,02160000,59.0,0001,A,1,1,"95,100","95,100",按公告地價100%申報
萬華區,漢中段三小段,02150000,10.0,0001,A,1,1,"63,983","63,983",按公告地價100%申報
萬華區,漢中段三小段,02140003,165.0,0001,A,1,1,"57,400","57,400",按公告地價100%申報
萬華區,漢中段三小段,02140002,305.0,0001,A,1,1,"63,983","63,983",按公告地價100%申報
萬華區,龍山段二小段,03420000,13.0,0001,A,1,1,"65,900","65,900",按公告地價100%申報
萬華區,龍山段二小段,03390000,109.0,0001,A,1,1,"84,400","84,400",按公告地價100%申報
萬華區,龍山段二小段,03380000,97.0,0001,A,1,1,"84,400","84,400",按公告地價100%申報
萬華區,龍山段二小段,03370000,973.0,0001,A,1,1,"81,736","81,736",按公告地價100%申報
萬華區,龍山段二小段,03360000,403.0,0001,A,1,1,"73,345","73,345",按公告地價100%申報
萬華區,龍山段二小段,03350001,613.0,0001,A,1,1,"67,883","67,883",按公告地價100%申報
萬華區,龍山段二小段,03350000,1132.0,0001,A,1,1,"102,506","102,506",按公告地價100%申報
萬華區,龍山段二小段,03290000,31.0,0001,A,1,1,"57,400","57,400",按公告地價100%申報
萬華區,龍山段二小段,01710000,1582.0,0001,A,1,1,"61,224","61,224",按公告地價100%申報
萬華區,福星段二小段,00480001,122.0,0001,,550,8,"102,987","102,987",按公告地價100%申報
萬華區,福星段一小段,01380000,779.0,0001,A,1,1,"74,834","74,834",按公告地價100%申報
萬華區,福星段一小段,00780000,16.0,0001,A,1,1,"87,700","87,700",按公告地價100%申報
萬華區,福星段一小段,00650000,338.0,0001,A,1,1,"87,016","87,016",按公告地價100%申報
萬華區,龍山段二小段,04180000,4.0,0002,A,1,1,"84,400","84,400",按公告地價100%申報
萬華區,龍山段二小段,04070000,442.0,0001,A,1,1,"46,469","46,469",按公告地價100%申報
萬華區,龍山段二小段,04060000,152.0,0001,A,1,1,"49,200","49,200",按公告地價100%申報
萬華區,龍山段二小段,04050000,178.0,0001,A,1,1,"49,200","49,200",按公告地價100%申報
萬華區,龍山段二小段,04040000,822.0,0001,A,1,1,"47,766","47,766",按公告地價100%申報
萬華區,福星段二小段,07760000,101.0,0001,A,1,1,"117,000","117,000",按公告地價100%申報
萬華區,福星段二小段,07750000,211.0,0001,A,1,1,"117,000","117,000",按公告地價100%申報
萬華區,福星段二小段,07740000,49.0,0001,A,1,1,"117,000","117,000",按公告地價100%申報
萬華區,福星段二小段,00930000,6.0,0001,A,1,1,"90,467","90,467",按公告地價100%申報
萬華區,福星段二小段,00910000,200.0,0001,A,1,1,"192,150","192,150",按公告地價100%申報
萬華區,福星段二小段,00900001,42.0,0001,A,1,1,"88,810","88,810",按公告地價100%申報
萬華區,福星段二小段,00900000,313.0,0001,A,1,1,"88,972","88,972",按公告地價100%申報
萬華區,福星段二小段,00890000,481.0,0001,A,1,1,"90,217","90,217",按公告地價100%申報
萬華區,福星段二小段,00880000,247.0,0001,A,1,1,"201,300","201,300",按公告地價100%申報
萬華區,福星段四小段,04100000,16.0,0001,A,1,1,"50,300","50,300",按公告地價100%申報
萬華區,福星段四小段,04000000,10.0,0001,A,1,1,"50,300","50,300",按公告地價100%申報
萬華區,福星段四小段,03990000,76.0,0001,A,1,1,"50,300","50,300",按公告地價100%申報
萬華區,福星段四小段,02360000,65.0,0001,A,1,1,"106,000","106,000",按公告地價100%申報
萬華區,福星段四小段,02350000,47.0,0001,A,1,1,"106,000","106,000",按公告地價100%申報
萬華區,福星段四小段,01890001,20.0,0001,A,1,1,"106,000","106,000",按公告地價100%申報
萬華區,福星段四小段,01890000,77.0,0001,A,1,1,"106,000","106,000",按公告地價100%申報
萬華區,福星段三小段,05700000,79.0,0001,A,1,1,"161,060","161,060",按公告地價100%申報
萬華區,福星段三小段,05690000,1101.0,0001,A,1,1,"161,060","161,060",按公告地價100%申報
萬華區,福星段三小段,05600000,1020.0,0001,A,1,1,"226,594","226,594",按公告地價100%申報
萬華區,福星段三小段,05590000,129.0,0001,A,1,1,"226,594","226,594",按公告地價100%申報
萬華區,福星段三小段,04100000,44.0,0001,A,1,1,"202,531","202,531",按公告地價100%申報
萬華區,福星段三小段,04090003,3.0,0001,A,1,1,"117,000","117,000",按公告地價100%申報
萬華區,福星段三小段,04090002,1.0,0001,A,1,1,"117,000","117,000",按公告地價100%申報
萬華區,福星段三小段,04090001,37.0,0001,A,1,1,"202,531","202,531",按公告地價100%申報
萬華區,福星段三小段,04090000,222.0,0001,A,1,1,"202,531","202,531",按公告地價100%申報
萬華區,福星段三小段,04010000,202.0,0002,,220,4,"163,653","163,653",按公告地價100%申報
萬華區,福星段二小段,07850000,111.0,0001,A,1,1,"106,198","106,198",按公告地價100%申報
萬華區,福星段二小段,00810002,225.0,0001,,251,101,"109,446","109,446",按公告地價100%申報
萬華區,福星段二小段,00810001,22.0,0001,,251,101,"96,473","96,473",按公告地價100%申報
萬華區,福星段二小段,00810000,3.0,0001,,251,101,"134,867","134,867",按公告地價100%申報
萬華區,福星段二小段,00640000,240.0,0001,A,1,1,"86,600","86,600",按公告地價100%申報
萬華區,福星段二小段,00630000,288.0,0001,A,1,1,"86,600","86,600",按公告地價100%申報
萬華區,福星段二小段,00580000,102.0,0001,A,1,1,"102,792","102,792",按公告地價100%申報
萬華區,福星段二小段,00480003,40.0,0001,,550,548,"152,850","152,850",按公告地價100%申報
萬華區,福星段二小段,00480002,257.0,0001,,550,8,"116,757","116,757",按公告地價100%申報
萬華區,龍山段二小段,04030001,55.0,0001,A,1,1,"44,424","44,424",按公告地價100%申報
萬華區,龍山段二小段,04030000,609.0,0001,A,1,1,"44,572","44,572",按公告地價100%申報
萬華區,龍山段二小段,04020002,191.0,0001,A,1,1,"42,100","42,100",按公告地價100%申報
萬華區,龍山段二小段,04020001,281.0,0001,A,1,1,"43,742","43,742",按公告地價100%申報
萬華區,龍山段二小段,04020000,57.0,0001,A,1,1,"42,100","42,100",按公告地價100%申報
萬華區,龍山段二小段,04010001,77.0,0001,A,1,1,"44,866","44,866",按公告地價100%申報
萬華區,龍山段二小段,04010000,608.0,0001,A,1,1,"44,552","44,552",按公告地價100%申報
萬華區,龍山段二小段,04000000,978.0,0001,A,1,1,"42,920","42,920",按公告地價100%申報
萬華區,龍山段二小段,01700000,222.0,0001,A,1,1,"165,600","165,600",按公告地價100%申報
萬華區,龍山段二小段,01690000,322.0,0001,A,1,1,"72,999","72,999",按公告地價100%申報
萬華區,龍山段二小段,01680000,167.0,0001,A,1,1,"172,800","172,800",按公告地價100%申報
萬華區,龍山段二小段,01660000,1883.0,0001,A,1,1,"63,303","63,303",按公告地價100%申報
萬華區,龍山段二小段,01470000,957.0,0001,A,1,1,"89,559","89,559",按公告地價100%申報
萬華區,龍山段二小段,01460000,69.0,0001,,72,48,"144,000","144,000",按公告地價100%申報
萬華區,龍山段一小段,08680000,153.0,0001,A,1,1,"51,900","51,900",按公告地價100%申報
萬華區,龍山段一小段,08600000,71.0,0001,A,1,1,"51,900","51,900",按公告地價100%申報
萬華區,漢中段三小段,02140001,321.0,0001,A,1,1,"57,400","57,400",按公告地價100%申報
萬華區,漢中段三小段,02140000,1063.0,0001,A,1,1,"58,289","58,289",按公告地價100%申報
萬華區,漢中段三小段,01870001,15.0,0001,A,1,1,"93,461","93,461",按公告地價100%申報
萬華區,漢中段三小段,01870000,349.0,0001,A,1,1,"93,254","93,254",按公告地價100%申報
萬華區,漢中段三小段,01860001,8.0,0001,A,1,1,"93,461","93,461",按公告地價100%申報
萬華區,漢中段三小段,01860000,72.0,0001,A,1,1,"93,254","93,254",按公告地價100%申報
萬華區,漢中段三小段,01850000,2.0,0006,,5,1,"93,254","93,254",按公告地價100%申報
萬華區,漢中段三小段,01840000,1.0,0006,,5,1,"93,254","93,254",按公告地價100%申報
萬華區,漢中段一小段,06630001,1.0,0001,A,1,1,"319,433","319,433",按公告地價100%申報
萬華區,漢中段一小段,06630000,13.0,0001,A,1,1,"319,433","319,433",按公告地價100%申報
萬華區,漢中段一小段,06620001,6.0,0001,A,1,1,"307,404","307,404",按公告地價100%申報
萬華區,漢中段一小段,06620000,9.0,0001,A,1,1,"307,404","307,404",按公告地價100%申報
萬華區,漢中段一小段,06610001,5.0,0001,A,1,1,"307,404","307,404",按公告地價100%申報
萬華區,漢中段一小段,06610000,37.0,0001,A,1,1,"307,404","307,404",按公告地價100%申報
萬華區,漢中段一小段,06600001,2.0,0001,A,1,1,"163,200","163,200",按公告地價100%申報
萬華區,漢中段一小段,06600000,58.0,0001,A,1,1,"190,538","190,538",按公告地價100%申報
萬華區,漢中段一小段,06470000,64.0,0001,A,1,1,"272,000","272,000",按公告地價100%申報
萬華區,漢中段一小段,06450000,354.0,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,06050000,137.65,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,06030003,72.0,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,05430003,184.0,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,05430002,14.0,0001,A,1,1,"82,800","82,800",按公告地價100%申報
萬華區,漢中段一小段,05430000,652.0,0002,A,1,1,"121,930","121,930",按公告地價100%申報
萬華區,福星段三小段,01090000,76.0,0006,,2349,210,"161,421","193,705",按公告地價120%申報
萬華區,莒光段二小段,02380000,63.0,0002,,2,1,"62,900","75,000",申報地價超過公告地價100%未滿120%
萬華區,福星段三小段,01090000,76.0,0002,,2349,210,"161,421","193,705",按公告地價120%申報
萬華區,福星段三小段,01090000,76.0,0004,,2349,210,"161,421","193,705",按公告地價120%申報
萬華區,福星段三小段,01090000,76.0,0008,,2349,210,"161,421","193,705",按公告地價120%申報
萬華區,莒光段二小段,02380000,63.0,0005,,8,1,"62,900","75,000",申報地價超過公告地價100%未滿120%
萬華區,莒光段二小段,02380000,63.0,0006,,8,1,"62,900","75,000",申報地價超過公告地價100%未滿120%
萬華區,莒光段二小段,02380000,63.0,0004,,8,1,"62,900","75,000",申報地價超過公告地價100%未滿120%
萬華區,莒光段二小段,02380000,63.0,0007,,8,1,"62,900","75,000",申報地價超過公告地價100%未滿120%
大同區,玉泉段一小段,02520000,184.0,0001,A,1,1,"76,800","76,800",按公告地價100%申報
大同區,玉泉段二小段,03490000,249.0,0001,A,1,1,"96,572","96,572",按公告地價100%申報
大同區,玉泉段二小段,03500000,19.0,0001,A,1,1,"96,572","96,572",按公告地價100%申報
大同區,大同段二小段,05670000,14.0,0002,,4,1,"55,500","55,500",按公告地價100%申報
大同區,大同段二小段,06590000,60.0,0008,,12,1,"53,800","53,800",按公告地價100%申報
大同區,大龍段二小段,02960000,19.0,0003,A,1,1,"44,500","53,400",按公告地價120%申報
大同區,玉泉段一小段,00600000,69.0,0015,,3,1,"157,000","188,400",按公告地價120%申報
大同區,玉泉段一小段,00630000,20.0,0015,,3,1,"157,000","188,400",按公告地價120%申報
大同區,大同段二小段,05670001,6.0,0004,,4,1,"55,500","55,500",按公告地價100%申報
大同區,大同段二小段,06590001,17.0,0010,,12,1,"53,800","53,800",按公告地價100%申報
大同區,大同段二小段,05670000,14.0,0003,,2,1,"55,500","55,500",按公告地價100%申報
大同區,大同段二小段,06590001,17.0,0009,,12,1,"53,800","53,800",按公告地價100%申報
文山區,景美段五小段,00300001,103.0,0001,,10000,3842,"115,596","138,715",按公告地價120%申報
文山區,景美段五小段,00300007,153.0,0001,,10000,6000,"116,029","139,234",按公告地價120%申報
文山區,景美段五小段,03970000,291.0,0001,A,1,1,"118,942","142,730",按公告地價120%申報
文山區,景美段五小段,03030000,25.0,0001,A,1,1,"120,000","144,000",按公告地價120%申報
文山區,景美段五小段,00300006,112.0,0001,,10000,6000,"119,043","142,851",按公告地價120%申報
文山區,景美段五小段,00300002,121.0,0001,,10000,3842,"115,418","138,501",按公告地價120%申報
文山區,景美段五小段,04130000,367.94,0001,A,1,1,"105,722","126,866",按公告地價120%申報
文山區,萬慶段二小段,02960000,255.0,0001,A,1,1,"55,500","55,500",按公告地價100%申報
文山區,萬慶段二小段,07730000,70.0,0001,A,1,1,"114,000","114,000",按公告地價100%申報
文山區,興泰段三小段,05610000,979.0,0009,A,1,1,"3,700","4,440",按公告地價120%申報
文山區,興泰段三小段,05620000,218.0,0009,A,1,1,"3,700","4,440",按公告地價120%申報
文山區,興泰段三小段,05630001,246.0,0009,A,1,1,"3,700","4,440",按公告地價120%申報
文山區,興泰段三小段,05630002,2151.0,0009,A,1,1,"3,720","4,464",按公告地價120%申報
文山區,興泰段三小段,05640001,1430.0,0009,A,1,1,"1,000","1,200",按公告地價120%申報
文山區,興泰段三小段,05640000,12414.0,0010,A,1,1,"1,000","1,200",按公告地價120%申報
文山區,興泰段三小段,05630006,167.0,0010,A,1,1,"2,319","2,782",申報地價超過公告地價100%未滿120%
文山區,興泰段三小段,05630004,268.0,0010,A,1,1,"2,319","2,782",申報地價超過公告地價100%未滿120%
文山區,興泰段三小段,05630005,37.0,0010,A,1,1,"2,319","2,782",申報地價超過公告地價100%未滿120%
松山區,民生段,00180002,160.0,0001,A,1,1,"56,300","56,300",按公告地價100%申報
松山區,民生段,00600005,1827.0,0249,,10000,108,"149,000","163,900",申報地價超過公告地價100%未滿120%
南港區,中南段一小段,02450002,127.0,0016,,15,2,"35,000","35,000",按公告地價100%申報
信義區,�祟M段一小段,01860005,1216.0,0001,A,1,1,"7,100","7,100",按公告地價100%申報
信義區,雅祥段二小段,02500000,45.0,0003,A,1,1,"82,800","99,360",按公告地價120%申報
信義區,雅祥段二小段,02500000,45.0,0003,A,1,1,"82,800","99,360",按公告地價120%申報
信義區,虎林段四小段,04730000,87.0,0008,A,1,1,"76,150","91,380",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0038,,18000,17,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0027,,1800,126,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470000,31069.0,0030,,12600,138,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0025,,12600,138,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0028,,12600,276,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0024,,12600,552,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0022,,3600,75,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0055,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0060,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0056,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0039,,18000,17,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0078,,18000,136,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00240000,339.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01410000,1872.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0007,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00240000,339.0,0002,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0002,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0002,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0002,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01410000,1872.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0007,,1000,188,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00160000,239.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00190000,2191.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00210003,3941.6,0007,A,1,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00220003,1872.4,0007,A,1,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0020,,18000,408,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0034,,1800,306,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0007,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00240000,339.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01410000,1872.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0006,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0061,,1800,45,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0040,,18000,17,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00240000,339.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01410000,1872.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0004,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0003,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00180000,2371.0,0006,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00240000,339.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00250000,35.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,00230000,549.0,0010,,1000,12,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01330000,3876.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01360000,281.21,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380000,6193.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01390000,146.0,0005,,5,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01420000,1157.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01410000,1872.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400001,12502.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01400000,1298.0,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01380001,680.0,0007,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01370000,402.0,0009,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01350000,2346.21,0008,,10,1,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0072,,1800,30,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0052,,12600,230,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0053,,12600,230,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0057,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0058,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0059,,1800,21,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0063,,1800,54,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0041,,18000,17,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0077,,18000,102,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0075,,18000,102,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0064,,2000,60,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470000,31069.0,0036,,12600,276,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0031,,12600,276,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0076,,18000,102,"2,100","2,520",按公告地價120%申報
中山區,正義段四小段,01540000,124.0,0101,,144,3,"102,000","122,400",按公告地價120%申報
中山區,正義段四小段,01700000,12.0,0101,,144,3,"102,000","122,400",按公告地價120%申報
中山區,正義段四小段,01730000,209.0,0088,,144,3,"102,000","122,400",按公告地價120%申報
中山區,正義段四小段,01650000,5.0,0089,,144,3,"102,000","122,400",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0030,,12600,828,"2,100","2,520",按公告地價120%申報
中山區,北安段四小段,01470001,21258.0,0054,,12600,230,"2,100","2,520",按公告地價120%申報
中山區,長安段四小段,02620001,389.0,0005,A,1,1,"93,098","111,717",按公告地價120%申報
內湖區,大湖段四小段,04040001,3044.32,0008,A,1,1,"1,100","1,320",按公告地價120%申報
