鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南港區,房地(土地+建物)+車位,臺北市南港區舊莊街一段241~270號,14.33,住,,,1081025,土地1建物1車位1,三層,七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1061228,78.42,1,1,1,有,有,9900000,157385,升降機械,20.6,800000,,RPTPMLTKKIOFFDA78CA
信義區,土地,祥和段二小段661~690地號,69.48,其他,,,1081112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2112130,30399,,0.0,0,,RPUNMLOJKIOFFDA08CA
信義區,房地(土地+建物),臺北市信義區福德街268巷30弄1~30號,25.15,住,,,1081029,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,94.53,3,2,1,有,無,10000000,105787,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNKKIOFFDA18CA
松山區,房地(土地+建物),臺北市松山區八德路四段829巷1~30號,32.0,商,,,1081112,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,,38.22,2,1,1,有,無,31910000,834903,,0.0,0,,RPQOMLPLJIOFFDA97CA
松山區,房地(土地+建物),臺北市松山區八德路三段158巷20弄31~60號,6.46,住,,,1081018,土地2建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0661019,32.87,1,1,1,有,有,6980000,212352,,0.0,0,含增建或未登記建物。;,RPROMLPLJIOFFDA08CA
松山區,房地(土地+建物),臺北市松山區八德路四段601~630號,23.74,商,,,1081020,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770816,151.39,3,2,1,有,有,19050000,125834,,0.0,0,,RPWOMLPLJIOFFDA58CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,3.81,商,,,1081031,土地1建物1車位0,六層,十六層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0721229,46.63,1,1,1,有,有,8600000,184431,,0.0,0,含增建或未登記建物。;,RPUOMLPLJIOFFDA38CA
松山區,房地(土地+建物),臺北市松山區民族東路751~780號,26.38,住,,,1080628,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691023,130.82,4,2,2,有,有,23500000,179636,,0.0,0,含增建或未登記建物。;,RPOPMLMLJIOFFDA57CA
信義區,房地(土地+建物),臺北市信義區福德街232巷16弄1~30號,26.25,住,,,1081014,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601118,71.94,3,2,1,有,無,10870000,151098,,0.0,0,含增建或未登記建物。;,RPPPMLMLJIOFFDA67CA
南港區,房地(土地+建物),臺北市南港區研究院路二段197巷1~30號,32.33,住,,,1081015,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,69.55,3,1,1,有,無,6000000,86269,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLMLJIOFFDA97CA
松山區,房地(土地+建物),臺北市松山區饒河街181~210號,3.84,商,,,1080831,土地1建物1車位0,十八層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,55.24,1,1,1,有,有,13200000,238957,,0.0,0,,RPQNMLOJKIOFFDA67CA
松山區,房地(土地+建物)+車位,臺北市松山區饒河街181~210號,7.21,商,,,1080922,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,116.66,2,2,1,有,有,25500000,230920,坡道機械,14.46,1900000,,RPRNMLOJKIOFFDA77CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段1~30號,24.44,住,,,1080902,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071109,161.14,2,2,2,有,有,52550000,326114,,0.0,0,,RPUPMLKKKIOFFCA87CA
內湖區,車位,臺北市內湖區內湖路一段1~30號,0.27,住,,,1080902,土地0建物0車位1,,,其他,,,,33.74,0,0,0,有,有,3000000,,坡道平面,33.74,3000000,,RPVPMLKKKIOFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,46.53,住,,,1080912,土地1建物1車位3,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,363.78,3,2,2,有,有,48000000,147830,坡道平面,66.48,4050000,,RPQRMLMKKIOFFCA87CA
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~30號,3.81,商,,,1081026,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,36.59,1,1,1,有,有,7000000,191309,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTRMLTJKIOFFCA78CA
中山區,房地(土地+建物),臺北市中山區長安東路二段31~60號,22.57,商,,,1081023,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0731121,109.76,2,2,1,有,無,17900000,163083,,0.0,0,,RPRRMLNJKIOFFCA97CA
中山區,房地(土地+建物),臺北市中山區新生北路三段61~90號,4.45,商,,,1080926,土地1建物1車位0,十層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690801,36.16,1,1,1,有,有,6800000,188053,,0.0,0,陽台外推,RPRNMLNLJIOFFCA67CA
中山區,房地(土地+建物),臺北市中山區龍江路397巷31~60號,30.39,住,,,1081011,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750326,107.57000000000001,3,2,2,有,無,17600000,163614,,0.0,0,,RPRNMLPLJIOFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區安泰街61~90號,29.69,住,,,1081019,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690808,93.57,3,2,2,有,無,8600000,91910,,0.0,0,,RPUNMLPLJIOFFCA18CA
中山區,車位,臺北市中山區天祥路61~90號,0.39,商,,,1081110,土地0建物0車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0931203,13.33,0,0,0,有,無,780000,,坡道機械,0.0,780000,,RPPOMLRLJIOFFCA97CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段1巷9弄1~30號,24.6,住,,,1081014,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670629,86.94,3,2,1,有,無,11000000,126524,,0.0,0,,RPRPMLRLJIOFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區堤頂大道二段481~510號,21.28,其他,,,1080626,土地1建物1車位1,五層,十層,辦公商業大樓,商業用,鋼筋混凝土造,0991201,121.6,2,2,1,有,有,22600000,185855,坡道平面,0.0,0,含增建或未登記建物。;,RPTRMLQLJIOFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區康樂街20巷6弄1~30號,34.1,住,,,1081016,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741014,119.06,3,2,2,有,有,13250000,111288,,0.0,0,,RPQSMLQLJIOFFCA38CA
內湖區,土地,石潭段四小段181~210地號,25.06,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5685941,226893,,0.0,0,,RPOPMLPLJIOFFCA77CA
內湖區,土地,石潭段四小段181~210地號,25.06,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5685941,226893,,0.0,0,,RPPPMLPLJIOFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段179巷46弄1~30號,47.06,住,,,1081103,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720314,115.93,3,2,2,有,有,17000000,146640,,0.0,0,,RPTPMLPLJIOFFCA28CA
內湖區,土地,石潭段四小段181~210地號,9.4,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2132229,226833,,0.0,0,,RPUPMLPLJIOFFCA38CA
內湖區,土地,石潭段四小段181~210地號,9.4,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2132229,226833,,0.0,0,,RPVPMLPLJIOFFCA48CA
內湖區,土地,石潭段四小段181~210地號,6.27,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1421483,226712,,0.0,0,,RPWPMLPLJIOFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街151~180號,51.22,住,,,1081018,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,348.35,4,2,4,有,有,63000000,180853,坡道平面,84.86,0,含增建或未登記建物。;,RPWNMLPLJIOFFCA38CA
中山區,房地(土地+建物),臺北市中山區松江路271~300號,4.35,其他,,,1081014,土地1建物1車位0,十層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0990105,40.57,1,1,1,有,有,10600000,261277,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLMLJIOFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路128巷1~30號,31.22,商,,,1081016,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0961127,130.7,3,2,2,有,有,15000000,114767,坡道平面,14.2,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。持分1/2,RPPOMLNJKIOFFCA47CA
中山區,房地(土地+建物)+車位,臺北市中山區植福路286巷1~30號,65.61,其他,,,1081024,土地1建物1車位4,二十七層,四十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031229,624.7,0,0,0,無,有,311500000,628831,坡道平面,151.6,14000000,,RPUSMLNJKIOFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路151~180號,45.66,工,,,1080924,土地1建物1車位3,十層,十三層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1030129,330.47,0,0,0,無,有,39280000,123990,坡道平面,55.61,5200000,,RPORMLMJKIOFFCA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路151~180號,45.35,工,,,1080924,土地1建物1車位3,十層,十三層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1030129,325.05,0,0,0,無,有,38800000,123556,坡道平面,51.49,5000000,,SPORMLMJKIOFFCA67CA
中山區,房地(土地+建物),臺北市中山區建國北路一段121~150號,4.29,住,,,1081114,土地1建物1車位0,九層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990318,32.93,1,1,1,有,有,8550000,259642,,0.0,0,含增建或未登記建物。;,RPXQMLRKKIOFFCA98CA
內湖區,房地(土地+建物),臺北市內湖區成功路三段91~120號,22.7,商,,,1081101,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680806,72.09,2,2,1,有,無,10360000,143709,,0.0,0,,RPQRMLRKKIOFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段75巷91~120號,78.04,住,,,1081013,土地1建物1車位1,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0900817,144.58,3,2,2,有,有,24280000,167935,坡道平面,0.0,0,含增建或未登記建物。;,RPUNMLTKKIOFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段631~660號,18.08,其他,,,1080928,土地1建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991123,132.5,3,2,2,有,有,31680000,239094,,0.0,0,,RPRPMLRKKIOFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區江南街71巷75弄1~30號,32.04,住,,,1081015,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730131,124.28,3,2,1,有,有,17000000,136788,,0.0,0,,RPUSMLNKKIOFFCA48CA
中山區,房地(土地+建物),臺北市中山區雙城街1~30號,9.98,商,,,1081021,土地2建物1車位0,一層，騎樓,十四層,店面(店鋪),商業用,鋼筋混凝土造,0970312,96.41,0,0,0,無,有,34180000,354528,,0.0,0,,RPPRMLOKJHPFFCA87CA
萬華區,房地(土地+建物)+車位,臺北市萬華區西藏路91~120號,37.86,住,,,1081021,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000908,177.63,3,2,2,有,有,26392639,148582,坡道平面,0.0,0,向政府機關承購之案件。;一向政府機關承購之案件。二土地及建物分次登記案件。,RPUOMLTJKIOFFBA48CA
大同區,房地(土地+建物)+車位,臺北市大同區雙連街61~90號,19.64,住,,,1080710,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,222.14,3,2,2,有,有,52100000,263568,坡道平面,35.85,3000000,,RPWNMLOJKIOFFBA08CA
大同區,房地(土地+建物),臺北市大同區延平北路一段31~60號,2.79,商,,,1081023,土地1建物1車位0,十一層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0700223,24.16,1,1,1,有,有,2920000,120861,,0.0,0,,RPQQMLMLJIOFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區水源路181~210號,13.33,住,,,1081016,土地2建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861023,77.25,3,2,2,有,有,4000000,51780,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLNLJIOFFBA97CA
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路一段91~120號,15.6,商,,,1081018,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,188.49,3,2,2,有,無,24330000,152726,坡道平面,43.59,2200000,,RPPNMLPLJIOFFBA57CA
大同區,房地(土地+建物),臺北市大同區雙連街31~60號,36.0,商,,,1080914,土地1建物1車位0,全,三層,透天厝,,加強磚造,,107.52,4,0,3,有,無,25550000,237630,,0.0,0,含增建或未登記建物。;,RPSNMLPLJIOFFBA87CA
大同區,房地(土地+建物),臺北市大同區延平北路二段271~300號,5.11,其他,,,1081011,土地1建物1車位0,十層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,41.870000000000005,1,1,1,有,無,5080000,121328,,0.0,0,含增建或未登記建物。;,RPTNMLPLJIOFFBA97CA
萬華區,房地(土地+建物),臺北市萬華區中華路二段416巷61~90號,36.61,住,,,1081021,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010625,183.32,3,2,2,有,有,26100000,142374,,0.0,0,,RPPPMLMLJIOFFBA47CA
大同區,房地(土地+建物),臺北市大同區延平北路四段179巷1~30號,25.0,住,,,1081028,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,84.21,3,1,2,有,無,3950000,46907,,0.0,0,親友、員工或其他特殊關係間之交易。;父子間買賣,RPRNMLQLJIOFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段271~300號,12.76,住,,,1080929,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720622,124.97,3,2,2,有,有,13950000,111627,,0.0,0,,RPROMLQLJIOFFBA97CA
萬華區,房地(土地+建物)+車位,臺北市萬華區貴陽街二段31~60號,11.36,商,,,1081013,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061127,158.73000000000002,3,2,2,有,有,30700000,193410,坡道平面,27.87,0,,RPPOMLPLJIOFFBA67CA
中正區,房地(土地+建物),臺北市中正區衡陽路31~60號,23.17,商,,,1081031,土地1建物1車位0,五層,十四層,辦公商業大樓,見其他登記事項,見其他登記事項,0920321,335.98,0,0,0,無,有,66360000,197512,,0.0,0,,RPXNMLRLJIOFFBA58CA
大同區,房地(土地+建物),臺北市大同區南京西路155巷31~60號,15.0,商,,,1081007,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610608,46.78,2,2,1,有,無,6000000,128260,,0.0,0,,RPVOMLPLJIOFFBA28CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.9,商,,,1081031,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,153.77,3,1,2,有,有,42630000,293421,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPQNMLOLKHPFFAA57CA
萬華區,建物,臺北市萬華區萬大路277巷1~30號,0.0,,,,1081004,土地0建物1車位3,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070518,96.35,1,2,1,有,有,5229370,60667,升降機械,33.69,1428000,建商與地主合建案。;本案為合建分售地主向建商買房屋及車位，3部停車位未分別計價,RPPNMLKLKIOFFBA17CA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.39,住,,,1080927,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.86,3,2,2,有,有,22000000,137620,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLLKKIOFFBA77CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.9,商,,,1081018,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,153.77,3,1,2,有,有,46190000,319130,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPTOMLMJKIOFFAA57CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.5,商,,,1081018,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,148.79999999999998,3,1,2,有,有,40770000,290412,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPOQMLTLJIOFFAA08CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.57,商,,,1081031,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,149.5,3,1,2,有,有,42630000,302757,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPQQMLTLJIOFFAA28CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.57,商,,,1081101,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,149.5,3,1,2,有,有,40980000,290462,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPRQMLTLJIOFFAA38CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.5,商,,,1081018,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,148.79999999999998,3,1,2,有,有,42550000,303745,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPSQMLTLJIOFFAA48CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.57,商,,,1081101,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,149.5,3,1,2,有,有,42360000,300745,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPRPMLTLJIOFFAA28CA
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,11.9,商,,,1081018,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,153.77,3,1,2,有,有,44150000,304398,升降機械,15.3,2000000,土地及建物分次登記案件。前案土地登記收件字號：;,RPWQMLTLJIOFFAA88CA
中正區,房地(土地+建物),臺北市中正區水源路61~90號,11.86,商,,,1081018,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,137.76,3,1,2,有,有,41840000,303717,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPORMLTLJIOFFAA18CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段181巷61~90號,65.9,住,,,1080926,土地3建物1車位2,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,272.31,4,2,2,有,有,34700000,127428,坡道平面,56.62,0,,RPRNMLQLJIOFFAA77CA
文山區,房地(土地+建物),臺北市文山區永安街48巷31~60號,87.4,住,,,1080824,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,,59.02,3,2,2,有,無,24500000,415114,,0.0,0,含增建或未登記建物。;,RPSNMLOLJIOFFAA67CA
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段151~180號,20.72,商,,,1081024,土地4建物1車位2,十七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1050126,295.34000000000003,1,2,3,有,有,90000000,368686,坡道平面,68.86,6500000,,RPTNMLPLJIOFFAA87CA
文山區,房地(土地+建物)+車位,臺北市文山區政大一街91~120號,68.77,住,,,1080917,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020131,175.86,3,2,2,有,有,29680000,168771,坡道平面,26.75,0,含增建或未登記建物。;本案五層有電梯。,RPPPMLPLJIOFFAA67CA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段66巷1~30號,22.84,商,,,1080125,土地2建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800204,177.48,5,2,2,有,無,35500000,200023,,0.0,0,含增建或未登記建物。;,RPRPMLPLJIOFFAA87CA
中正區,房地(土地+建物)+車位,臺北市中正區汀州路三段61~90號,15.74,住,,,1081023,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071122,141.69,0,0,0,無,有,30600000,271200,坡道平面,39.92,3000000,,RPWOMLMLJIOFFAA97CA
中正區,車位,臺北市中正區和平西路一段31~60號,0.18,商,,,1081109,土地0建物0車位1,一層,十四層,其他,住家用,見其他登記事項,0970513,46.690000000000005,0,0,0,有,有,3350000,,坡道平面,46.69,3350000,,RPOOMLQJKIOFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段129巷68弄1~30號,149.94,住,,,1081007,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070302,226.29,4,2,2,有,有,35580000,172949,坡道平面,35.02,2500000,,RPTOMLQKKIOFFAA08CA
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段129巷61~90號,156.75,住,,,1081012,土地1建物1車位2,一層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070302,262.41999999999996,4,2,2,有,有,43000000,197526,坡道平面,70.04,5000000,,RPVOMLQKKIOFFAA28CA
中正區,建物,臺北市中正區水源路61~90號,0.0,,,,1081016,土地0建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080415,153.77,3,1,2,有,有,13431000,92663,升降機械,15.3,600000,建商與地主合建案。;總價款中包含車位60萬,RPROMLLMKIOFFAA57CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段241~270號,13.89,住,,,1080906,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080628,113.66999999999999,0,0,0,無,有,24860000,332618,升降平面,43.74,1600000,本案建物主要用途為一般零售業甲,RPUNMLMJJHPFFAA47CA
文山區,房地(土地+建物),臺北市文山區興隆路二段241~270號,11.9,住,,,1080906,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080628,60.17,0,0,0,無,有,21800000,362307,,0.0,0,本案建物主要用途為一般零售業甲,SPUNMLMJJHPFFAA57CA
文山區,車位,臺北市文山區福興路106巷1~30號,0.59,住,,,1081030,土地0建物0車位1,地下二層，地下三層,十四層,其他,停車空間,鋼筋混凝土造,1010827,35.33,0,0,0,有,有,1800000,,坡道平面,35.33,1800000,,RPQOMLRLKIOFFAA97CA
文山區,房地(土地+建物),臺北市文山區福興路106巷31~60號,27.16,住,,,1081030,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,128.1,3,2,2,有,有,20200000,157689,,0.0,0,,SPQOMLRLKIOFFAA08CA
文山區,房地(土地+建物),臺北市文山區永安街22巷31~60號,19.03,住,,,1081101,土地4建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.35,2,2,1,有,無,16000000,206852,,0.0,0,,RPXNMLRLKIOFFAA58CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷91~120號,30.29,住,,,1060417,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860623,149.54,2,2,1,有,有,14700000,98301,坡道平面,34.35,0,,RPRNMLOLKIOFFAA67CA
文山區,房地(土地+建物)+車位,臺北市文山區忠順街二段85巷1~30號,28.15,住,,,1081029,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,226.36,3,2,2,有,有,41680000,192640,坡道平面,20.38,2000000,,RPSNMLQJKIOFFAA77CA
文山區,房地(土地+建物),臺北市文山區興隆路二段203巷31~60號,21.97,住,,,1081006,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880510,87.8,3,2,2,有,有,16000000,182232,,0.0,0,含增建或未登記建物。;,RPSNMLQLJIOFFAA87CA
文山區,房地(土地+建物)+車位,臺北市文山區忠順街一段9巷22弄1~30號,40.71,住,,,1081020,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950330,206.17,3,2,2,有,有,27180000,131833,升降平面,0.0,0,含增建或未登記建物。;,RPOSMLMJKIOFFAA47CA
大同區,房地(土地+建物),臺北市大同區重慶北路三段9巷1~30號,63.0,住,,,1080903,土地2建物1車位0,全,二層,透天厝,,磚造,,107.37,4,2,2,有,無,16900000,157400,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLKLKIOFFBA17CA
萬華區,房地(土地+建物),臺北市萬華區富民路57巷1~30號,66.0,住,,,1081011,土地1建物2車位0,全,二層,透天厝,,加強磚造,,100.0,4,3,4,有,無,16000000,160000,,0.0,0,頂樓加蓋,RPSOMLMJJHPFFBA47CA
萬華區,房地(土地+建物),臺北市萬華區桂林路244巷91~120號,77.0,住,,,1081001,土地1建物2車位0,全,二層,透天厝,住家用,加強磚造,,116.7,3,2,3,有,無,24350000,208655,,0.0,0,含增建或未登記建物。,RPTOMLMJJHPFFBA57CA
大同區,房地(土地+建物),臺北市大同區延平北路三段18巷1~30號,36.74,住,,,1081008,土地1建物1車位0,全,一層,透天厝,,土木造,,24.29,0,0,0,無,無,12225368,503309,,0.0,0,,RPWOMLTJJHPFFBA58CA
