鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段151巷31~60號,4.99,住,,,1081212,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,25.72,2,2,1,有,有,5250000,204042,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNJJHPFFFA28DA
大安區,房地(土地+建物),臺北市大安區和平東路二段31~60號,10.71,商,,,1081124,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.56,3,2,1,有,有,26250000,255948,,0.0,0,含增建或未登記建物。,RPXNMLNJJHPFFFA48DA
士林區,車位,臺北市士林區後港街151~180號,0.06,工,,,1081202,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0990128,17.01,0,0,0,有,有,1600000,,坡道機械,17.01,1600000,,RPXPMLKKJHPFFEA38DA
北投區,土地,關渡段三小段301~330地號,349.98,其他,,,1081129,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,有,59076624,168800,,0.0,0,向政府機關承購之案件。;,RPQOMLMJJHPFFEA67DA
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷61弄1~30號,26.0,住,,,1080628,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731121,97.22999999999999,4,3,3,有,無,13800000,141932,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWNMLNJJHPFFEA28DA
士林區,房地(土地+建物),臺北市士林區中山北路七段227巷1~30號,30.64,住,,,1081125,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731210,143.14000000000001,4,2,2,有,有,24250000,169415,,0.0,0,含增建或未登記建物。,RPXNMLNJJHPFFEA38DA
北投區,房地(土地+建物),臺北市北投區溫泉路61~90號,3.49,其他,,,1081130,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700218,27.520000000000003,1,1,1,有,有,2080000,75581,,0.0,0,,RPSPMLRJJHPFFEA48DA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181巷40弄1~30號,31.15,住,,,1080925,土地1建物1車位0,一層,六層,店面(店鋪),住家用,鋼筋混凝土造,0750912,124.53,0,1,1,有,有,63500000,509917,,0.0,0,含增建或未登記建物。,RPQNMLTKJHPFFFA48DA
大安區,房地(土地+建物),臺北市大安區延吉街151~180號,11.64,其他,,,1081109,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0721130,123.12,3,1,2,有,有,33780000,274366,,0.0,0,含增建或未登記建物。,RPOPMLSJJHPFFFA28DA
松山區,房地(土地+建物),臺北市松山區光復北路60巷31~60號,2.56,住,,,1071205,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681109,11.79,3,2,2,有,無,1544000,130958,,0.0,0,向政府機關承購之案件。;,RPVOMLMKKHPFFDA28DA
松山區,房地(土地+建物),臺北市松山區光復北路60巷31~60號,7.79,住,,,1081205,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681109,30.46,3,2,2,有,無,4280000,140512,,0.0,0,向政府機關承購之案件。;,RPOPMLMKKHPFFDA67DA
信義區,車位,臺北市信義區松隆路301~330號,2.2,商,,,1081221,土地0建物0車位1,地下五層,十四層,其他,停車空間,鋼筋混凝土造,0810827,28.53,0,0,0,有,有,2000000,,坡道平面,28.53,2000000,,RPTNMLPJJHPFFDA08DA
信義區,房地(土地+建物),臺北市信義區和平東路三段341巷1~30號,20.88,住,,,1081124,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0700317,67.15,3,2,1,有,有,12000000,178704,,0.0,0,,RPRNMLMKJHPFFDA67DA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路583巷1~30號,524.6,其他,,,1081108,土地2建物7車位14,見使用執照，七層,七層,廠辦,工商用,鋼筋混凝土造,0871125,2505.58,14,1,0,有,有,370000000,147670,坡道平面,0.0,23800000,,RPXRMLQJJHPFFCA88DA
內湖區,房地(土地+建物),臺北市內湖區金龍路112巷31~60號,24.58,住,,,1081024,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,87.14,3,2,1,有,有,12120000,139087,,0.0,0,含增建或未登記建物。,RPQNMLOJJHPFFCA57DA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路513巷1~30號,61.13,其他,,,1081123,土地1建物1車位2,七層,九層,廠辦,工業用,鋼筋混凝土造,0871022,348.27,4,0,0,有,有,53680000,154133,坡道平面,0.0,3000000,,RPQNMLTKJHPFFCA18DA
中山區,房地(土地+建物),臺北市中山區中山北路二段20巷1~30號,10.57,住,,,1081212,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660923,49.76,2,2,1,有,無,11000000,221061,,0.0,0,含增建或未登記建物。;,RPTQMLLMJHPFFCA18DA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段75巷181~210號,61.14,住,,,1080912,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850418,130.25,3,2,2,有,無,17950000,137812,,0.0,0,含增建或未登記建物。權利人二人。,RPOPMLMLJHPFFCA57DA
文山區,房地(土地+建物),臺北市文山區和興路26巷1~30號,19.27,住,,,1081128,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980317,82.7,2,1,1,有,有,12600000,152358,,0.0,0,含增建或未登記建物。,RPRNMLNKJHPFFAA47DA
文山區,房地(土地+建物)+車位,臺北市文山區指南路二段45巷9弄1~30號,33.78,住,,,1081122,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870113,138.07999999999998,3,2,2,有,有,18050000,163242,坡道平面,39.76,2000000,含增建或未登記建物。,RPTOMLKLJHPFFAA57DA
萬華區,房地(土地+建物),臺北市萬華區汀州路一段1~30號,20.68,商,,,1081127,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740319,168.49,5,4,3,有,無,25500000,151344,,0.0,0,含增建或未登記建物。,RPRNMLPJJHPFFBA67DA
大同區,房地(土地+建物),臺北市大同區民權西路121~150號,3.46,商,,,1081123,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970623,41.08,2,1,1,有,有,8500000,206913,,0.0,0,含增建或未登記建物。;,RPOOMLQJJHPFFBA57DA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷38弄1~30號,39.58,住,,,1081031,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070614,245.48000000000002,3,2,2,有,有,44350000,201777,坡道平面,39.56,2800000,,RPROMLMLJHPFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷38弄1~30號,35.18,住,,,1081031,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070614,207.21,3,2,2,有,有,36850000,200234,坡道平面,36.41,2650000,,RPUOMLMLJHPFFEA18CA
士林區,房地(土地+建物),臺北市士林區延平北路五段213巷1~30號,51.77,住,,,1081125,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610905,129.95,3,2,1,有,有,17690000,136129,,0.0,0,受債權債務影響或債務抵償之交易。;,RPWOMLLMJHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區中山路1~30號,22.5,其他,,,1081205,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,159.12,3,1,1,有,有,14000000,87984,,0.0,0,,RPOOMLKMJHPFFEA47CA
大安區,車位,臺北市大安區市民大道四段121~150號,0.02,住,,,1081118,土地0建物0車位1,一層,十層,其他,見其他登記事項,鋼筋混凝土造,0950828,4.859999999999999,0,0,0,有,有,1270000,,升降機械,0.0,1270000,,RPPNMLQKJHPFFFA97CA
大安區,房地(土地+建物),臺北市大安區溫州街1~30號,31.34,住,,,1081115,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720125,158.96,3,2,1,有,有,12000000,75491,,0.0,0,親友、員工或其他特殊關係間之交易。;二等親間之交易。,RPQOMLMJJHPFFFA67CA
大安區,房地(土地+建物),臺北市大安區信義路四段181~210號,3.61,商,,,1081206,土地2建物1車位0,三層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0850705,38.34,1,1,1,有,有,9900000,258216,,0.0,0,,RPQNMLOJJHPFFFA77CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段61~90號,13.12,商,,,1081206,土地1建物1車位0,六層,十一層,辦公商業大樓,商業用,鋼筋混凝土造,0830609,109.73,3,2,1,有,有,27500000,250615,,0.0,0,,RPSNMLQJJHPFFFA18CA
士林區,房地(土地+建物),臺北市士林區福壽街31~60號,11.35,商,,,1081130,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030905,62.0,2,1,1,有,有,15180000,244839,,0.0,0,,RPVNMLRJJHPFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區大業路691~720號,14.57,其他,,,1081201,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880812,149.85,3,2,2,有,有,19800000,132132,坡道平面,0.0,0,,RPXNMLRJJHPFFEA68CA
北投區,房地(土地+建物),臺北市北投區文化三路1~30號,34.4,住,,,1081210,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741127,128.35,3,2,2,有,有,13500000,105181,,0.0,0,,RPSOMLRJJHPFFEA28CA
士林區,土地,溪洲段二小段151~180地號,165.53,其他,,,1081218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9012600,54447,,0.0,0,,RPUNMLNJJHPFFEA97CA
士林區,房地(土地+建物),臺北市士林區中正路661~690號,34.64,住,,,1081121,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790531,172.59,4,2,2,有,有,20500000,118779,,0.0,0,含增建或未登記建物。;,RPQNMLNJJHPFFEA57CA
士林區,房地(土地+建物),臺北市士林區中正路187巷31~60號,18.17,商,,,1081117,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740916,79.44000000000001,3,2,1,有,無,14900000,187563,,0.0,0,,RPROMLMJJHPFFEA67CA
北投區,房地(土地+建物),臺北市北投區義理街1~30號,13.67,住,,,1081124,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0630830,29.85,0,0,0,無,無,4600000,154104,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLRJJHPFFEA97CA
北投區,房地(土地+建物),臺北市北投區義理街1~30號,13.67,住,,,1081124,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0630830,29.85,0,0,0,無,無,4600000,154104,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLRJJHPFFEA08CA
士林區,房地(土地+建物),臺北市士林區福港街107巷1~30號,17.3,商,,,1081126,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650227,64.42,2,1,2,有,無,8000000,124185,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLQJJHPFFEA87CA
士林區,房地(土地+建物),臺北市士林區忠誠路二段70巷13弄1~30號,38.58,住,,,1081125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690310,129.87,3,2,2,有,無,21000000,161700,,0.0,0,,RPWOMLOKJHPFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區北投路二段1~30號,48.81,住,,,1081203,土地1建物1車位1,十一層，十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791016,250.44,5,2,3,有,有,38800000,154927,坡道平面,0.0,0,,RPQQMLNKJHPFFEA97CA
中山區,房地(土地+建物),臺北市中山區中山北路二段62巷1~30號,26.67,住,,,1081209,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710515,115.81,3,2,1,有,無,9300000,80304,,0.0,0,親友、員工或其他特殊關係間之交易。;親友關係人間之交易，早期買屋時部分出資並借名登記，現以現金買回全部,RPVOMLNJKHPFFCA08CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路四段541~570號,35.32,住,,,1080104,土地2建物1車位2,二十七層,三十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070920,413.7,0,0,0,無,無,227300000,647705,坡道平面,75.12,8000000,1.本案為預售毛胚屋;雨遮5.83平方公尺不計價2.二車位未拆分單價,RPPNMLKMJHPFFDA37CA
信義區,房地(土地+建物),臺北市信義區富陽街20巷1~30號,33.04,住,,,1081206,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690103,118.15,3,2,2,有,無,13750000,116377,,0.0,0,,RPQOMLMJJHPFFDA47CA
南港區,房地(土地+建物),臺北市南港區研究院路三段68巷10弄1~30號,16.54,住,,,1081123,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,60.79,2,2,1,有,無,5900000,97055,,0.0,0,含增建或未登記建物。;,RPRNMLNJJHPFFDA57CA
南港區,房地(土地+建物),臺北市南港區研究院路一段91~120號,13.82,商,,,1081119,土地1建物1車位0,六層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871109,108.0,3,2,2,有,有,19800000,183333,,0.0,0,,RPVOMLNJJHPFFDA08CA
信義區,房地(土地+建物),臺北市信義區光復南路511~540號,3.18,商,,,1081118,土地1建物1車位0,七層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0891124,31.299999999999997,1,1,1,有,有,8510000,271885,,0.0,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPQOMLNJJHPFFDA57CA
松山區,房地(土地+建物),臺北市松山區民生東路五段137巷1~30號,14.97,商,,,1081206,土地1建物1車位0,八層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660119,129.31,3,2,2,有,有,27000000,208801,,0.0,0,,RPROMLNJJHPFFDA67CA
南港區,房地(土地+建物),臺北市南港區重陽路166巷4弄1~30號,30.0,住,,,1081206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,59.64,2,2,2,有,無,7250000,121563,,0.0,0,含增建或未登記建物。;,RPSOMLNJJHPFFDA77CA
松山區,房地(土地+建物),臺北市松山區新東街54巷1~30號,37.75,住,,,1081209,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630531,95.98,3,2,1,有,無,16080000,167535,,0.0,0,,RPTPMLNJJHPFFDA97CA
松山區,土地,西松段一小段691~720地號,329.06,其他,,,1081203,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,57000000,173221,,0.0,0,包含公共設施保留地之交易。;,RPXOMLRJJHPFFDA68CA
南港區,房地(土地+建物)+車位,臺北市南港區東新街121~150號,32.08,住,,,1081217,土地3建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990331,206.16,3,2,2,有,有,45000000,218277,坡道機械,0.0,0,,RPPPMLKKJHPFFDA37CA
信義區,房地(土地+建物),臺北市信義區松德路271~300號,33.0,住,,,1081101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.25,3,2,1,有,無,13000000,113786,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLOKJHPFFDA28CA
大同區,房地(土地+建物),臺北市大同區昌吉街81巷25弄1~30號,35.0,住,,,1081115,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),,加強磚造,,60.62,2,1,1,有,無,9200000,151765,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣,RPPNMLRKJHPFFBA67CA
中正區,房地(土地+建物),臺北市中正區臨沂街1~30號,18.92,住,,,1080919,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720421,103.67,3,2,2,有,有,26650000,257066,,0.0,0,,RPQPMLNKJHPFFBA57CA
大同區,房地(土地+建物),臺北市大同區西寧北路121~150號,13.0,其他,,,1081220,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771011,72.33,1,1,1,有,無,10000000,138255,,0.0,0,,RPQNMLPKJHPFFBA57CA
內湖區,房地(土地+建物),臺北市內湖區文湖街60巷31~60號,166.08,工,,,1081115,土地1建物1車位0,四層,五層,廠辦,工業用,鋼筋混凝土造,0790411,375.73,0,0,0,無,無,34700000,92354,,0.0,0,含增建或未登記建物。;,RPQRMLNKJHPFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區文湖街60巷31~60號,162.39,工,,,1081115,土地1建物1車位0,四層,五層,廠辦,工業用,鋼筋混凝土造,0790411,365.42,0,0,0,無,無,33800000,92496,,0.0,0,含增建或未登記建物。;,RPSRMLNKJHPFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段1~30號,21.63,商,,,1081209,土地4建物1車位2,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071213,290.48,3,2,2,有,有,64000000,220325,坡道平面,64.08,0,,RPPNMLQJJHPFFCA57CA
中山區,房地(土地+建物),臺北市中山區民生東路一段61~90號,8.3,商,,,1081026,土地1建物2車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700423,83.96000000000001,2,2,1,有,有,12000000,142925,,0.0,0,含增建或未登記建物。;本案為格局為打通使用。,RPSNMLQJJHPFFCA87CA
中山區,土地,大佳段二小段931~960地號,931.17,其他,,,1081213,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,182501000,195991,,0.0,0,,RPSRMLKLJHPFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區林森北路301~330號,22.08,商,,,1081225,土地1建物1車位1,二層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0920213,195.47000000000003,0,0,0,無,有,39800000,203612,塔式車位,0.0,0,,RPURMLKLJHPFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,9.54,商,,,1081202,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,135.06,1,1,1,有,有,20900000,198894,坡道機械,41.04,2200000,,RPXNMLRKJHPFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路391~420號,21.1,住,,,1081201,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990712,160.7,3,2,2,有,有,26300000,163659,坡道平面,30.95,0,含增建或未登記建物。;,RPTQMLNJJHPFFCA97CA
中山區,房地(土地+建物),臺北市中山區撫順街1~30號,32.5,商,,,1081126,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,96.88,3,2,1,有,無,20200000,208505,,0.0,0,含增建或未登記建物。;,RPTPMLMJJHPFFCA77CA
萬華區,房地(土地+建物),臺北市萬華區青年路1~30號,21.6,住,,,1081117,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,100.07,3,2,2,有,有,16200000,161887,,0.0,0,含增建或未登記建物。;,RPSOMLNJJHPFFBA57CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段91~120號,25.98,其他,,,1081206,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630301,99.96,3,2,1,有,無,8500000,85034,,0.0,0,,RPXOMLNJJHPFFBA08CA
大同區,房地(土地+建物),臺北市大同區民生西路171巷1~30號,27.31,住,,,1081122,土地1建物2車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800522,122.56,4,1,2,有,有,14500000,118319,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLTJJHPFFBA08CA
大同區,土地,大同段一小段391~420地號,100.67,其他,,,1081220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5619132,55817,,0.0,0,包含公共設施保留地之交易。;,RPVOMLTJJHPFFBA48CA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷31~60號,47.5,住,,,1081209,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,183.52,3,2,2,有,有,27000000,147123,坡道平面,0.0,0,,RPWPMLTJJHPFFBA68CA
文山區,房地(土地+建物)+車位,臺北市文山區車前路1~30號,23.15,商,,,1081111,土地1建物1車位2,二十五層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040427,318.77,3,2,2,有,有,62000000,194498,坡道平面,28.1,0,含增建或未登記建物。;,RPSNMLQJJHPFFAA67CA
中正區,房地(土地+建物)+車位,臺北市中正區金門街44巷6弄1~30號,24.88,住,,,1081124,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080129,114.15,2,2,1,有,無,22880000,215696,升降機械,16.42,1800000,,RPWNMLQJJHPFFAA08CA
文山區,房地(土地+建物)+車位,臺北市文山區秀明路二段115巷1~30號,94.85,住,,,1081116,土地4建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860610,193.46,4,2,2,有,有,23880000,123436,坡道機械,0.0,0,含增建或未登記建物。;,RPQNMLQJJHPFFAA47CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,24.02,住,,,1081130,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,169.07999999999998,2,2,2,有,有,28800000,170334,坡道平面,36.42,0,含增建或未登記建物。;,RPXNMLSJJHPFFAA38CA
文山區,房地(土地+建物),臺北市文山區景興路202巷1~30號,6.95,商,,,1081109,土地1建物1車位0,十二層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0811006,54.64,1,1,1,有,有,9400000,172035,,0.0,0,,RPRNMLSJJHPFFAA77CA
文山區,土地,興隆段一小段1~30地號,173.16,住,,,1081126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46600000,269115,,0.0,0,,RPWOMLOKJHPFFAA08CA
文山區,車位,臺北市文山區萬慶街1~30號,6.71,其他,,,1081231,土地0建物0車位1,地下二層,二十層,其他,見使用執照,鋼筋混凝土造,0811029,43.67,0,0,0,有,有,2450000,,坡道平面,43.67,2450000,,RPTNMLMLJHPFFAA57CA
文山區,房地(土地+建物),臺北市文山區興隆路四段109巷91~120號,30.81,住,,,1081208,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710226,106.69,3,2,2,有,無,11000000,103102,,0.0,0,含增建或未登記建物。;,RPRPMLNKJHPFFAA57CA
中正區,房地(土地+建物),臺北市中正區晉江街18巷1~30號,37.0,住,,,1081121,土地2建物1車位0,全,一層,透天厝,,見其他登記事項,,26.43,3,1,1,有,無,13525000,511729,,0.0,0,,RPPNMLKLJHPFFAA96CA
文山區,房地(土地+建物),臺北市文山區福興路63巷4弄1~30號,19.42,住,,,1081116,土地3建物1車位0,一層，電梯樓梯間,八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0860613,53.339999999999996,1,1,1,有,有,8300000,155606,,0.0,0,含增建或未登記建物。;,RPSPMLTJJHPFFAA18CA
文山區,房地(土地+建物),臺北市文山區景華街121巷12弄1~30號,36.37,住,,,1081113,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630109,107.82,3,2,2,有,無,15000000,139121,,0.0,0,含增建或未登記建物。;,RPRNMLQJJHPFFAA57CA
中正區,房地(土地+建物),臺北市中正區汀州路三段160巷1~30號,7.22,住,,,1081217,土地1建物1車位0,二層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951130,33.21,1,2,1,有,有,8820000,265583,,0.0,0,,RPTOMLQJJHPFFAA87CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,18.91,住,,,1081108,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,138.05,2,2,1,有,有,22600000,163709,坡道平面,36.42,0,,RPXOMLRJJHPFFAA38CA
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路61~90號,69.4,住,,,1081019,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970527,149.66,3,2,2,有,有,16880000,112797,坡道機械,14.83,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。本案五層有電梯。,RPOPMLRJJHPFFAA57CA
大同區,房地(土地+建物),臺北市大同區民權西路225巷1~30號,137.0,住,,,1081029,土地2建物1車位0,全,二層,透天厝,,磚造,,181.8,3,4,4,有,無,69100000,380088,,0.0,0,含增建或未登記建物。;,RPVPMLTJJHPFFBA58CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷3弄1~30號,42.0,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,82.56,2,1,2,有,無,11500000,139293,,0.0,0,,RPORMLTJJHPFFBA08CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷3弄1~30號,43.0,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,62.07,2,1,2,有,無,9000000,144998,,0.0,0,,SPORMLTJJHPFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區萬大路493巷48弄1~30號,32.74,住,,,1081202,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750909,106.01,3,2,2,有,無,5500387,51886,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRRMLTJJHPFFBA38CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段148巷1~30號,25.32,住,,,1081205,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770714,97.58,3,2,2,有,無,9900000,101455,,0.0,0,含增建或未登記建物。;,RPRNMLTJJHPFFBA97CA
萬華區,房地(土地+建物)+車位,臺北市萬華區內江街61~90號,17.94,商,,,1081202,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,272.04999999999995,4,2,1,有,有,51480000,222222,坡道平面,56.14,3500000,,RPSPMLTJJHPFFBA28CA
