鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
萬華區,土地,莒光段四小段61~90地號,62.0,其他,,,1090309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32000000,516129,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLKMLHPFFBA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路258巷31~60號,93.2,其他,,,1090221,土地1建物1車位3,七層,七層,廠辦,工業用,鋼筋混凝土造,0871208,528.77,0,0,0,無,有,53670000,121011,坡道平面,110.79,3090000,,RPQPMLKKMHPFFCA67CA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路258巷31~60號,79.22,其他,,,1090221,土地1建物1車位3,七層,七層,廠辦,工業用,鋼筋混凝土造,0871208,458.74,0,0,0,無,有,45210000,121052,坡道平面,110.79,3090000,,RPSPMLKKMHPFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段241~270號,60.03,住,,,1090225,土地2建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910806,202.36,3,2,2,有,有,29500000,145780,坡道平面,40.83,0,,RPROMLLJMHPFFCA67CA
中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,5.83,商,,,1090109,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0900326,69.45,2,1,1,有,有,16800000,241901,,0.0,0,含增建或未登記建物。;,RPORMLSKLHPFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區文德路211~240號,33.17,商,,,1081215,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781019,128.75,3,2,2,有,有,22150000,172039,,0.0,0,含增建或未登記建物。;,RPQNMLTKLHPFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段42巷1~30號,9.5,住,,,1061121,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081224,60.730000000000004,1,1,1,有,無,18000000,330141,升降機械,11.66,1800000,"本案為預售,雨遮不計價",RPTNMLKLLHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區中山北路二段42巷1~30號,7.13,住,,,1061121,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081224,36.949999999999996,1,0,1,有,無,12000000,324763,,0.0,0,"本案為預售,雨遮不計價",SPTNMLKLLHPFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區明水路601~630號,47.1,住,,,1090224,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881014,283.32,4,2,2,有,有,63000000,222363,坡道平面,62.92,0,,RPQQMLTKLHPFFCA58CA
中山區,房地(土地+建物),臺北市中山區吉林路407巷1~30號,30.75,住,,,1090227,土地6建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610910,73.48,3,2,2,有,無,16880000,229722,,0.0,0,含增建或未登記建物。;,RPRQMLTKLHPFFCA68CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,50.94,住,,,1090119,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,292.12,4,2,2,有,有,49500000,169451,坡道平面,34.75,0,,RPVPMLPLLHPFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區新明路331~360號,22.39,工,,,1090121,土地1建物1車位0,地下一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980403,121.1,2,2,2,有,有,12500000,103220,,0.0,0,,RPWOMLQLLHPFFCA78CA
中山區,房地(土地+建物),臺北市中山區民生東路一段1~30號,3.81,商,,,1090223,土地1建物1車位0,七層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690815,46.480000000000004,1,1,1,有,有,6300000,135542,,0.0,0,,RPRRMLKMLHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區松江路469巷1~30號,19.2,住,,,1081130,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730721,115.36999999999999,3,2,2,有,無,17500000,151686,,0.0,0,含增建或未登記建物。;,RPPQMLKMLHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區龍江路356巷31~60號,19.5,住,,,1090218,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670510,101.02,3,1,1,有,無,7000000,69293,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間之買賣案件,RPWOMLSKLHPFFCA88CA
中山區,房地(土地+建物),臺北市中山區通北街61~90號,37.77,住,,,1090217,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0831003,149.62,3,2,2,有,有,24880000,166288,,0.0,0,含增建或未登記建物。;,RPXNMLSKLHPFFCA88CA
內湖區,房地(土地+建物),臺北市內湖區星雲街33巷25弄1~30號,55.27,住,,,1090110,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770613,165.84,4,2,2,有,無,23500000,141703,,0.0,0,含增建或未登記建物。;,RPOQMLLKNHPFFCA77CA
中山區,房地(土地+建物)+車位,臺北市中山區植福路286巷31~60號,47.95,其他,,,1090212,土地1建物1車位2,二十四層,四十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031229,433.56,0,0,0,無,無,207000000,477443,坡道平面,0.0,0,,RPVPMLLJOHPFFCA38CA
信義區,房地(土地+建物),臺北市信義區松德路25巷1~30號,9.35,住,,,1090112,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740620,83.11,2,2,1,有,有,17580000,211527,,0.0,0,含增建或未登記建物。;,RPSPMLSKLHPFFDA68CA
信義區,土地,祥和段三小段301~330地號,28.78,住,,,1081225,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10200000,354413,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTRMLRLLHPFFDA98CA
信義區,房地(土地+建物)+車位,臺北市信義區松德路151~180號,17.59,住,,,1090114,土地1建物1車位2,十七層，十八層,三十層,辦公商業大樓,商業用,鋼骨混凝土造,0820524,273.89,2,2,3,有,有,53880000,196721,坡道機械,0.0,0,,RPPPMLKMLHPFFDA77CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷29弄1~30號,21.52,住,,,1090215,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.78,3,2,2,有,有,13500000,126428,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLOLLHPFFDA08CA
信義區,房地(土地+建物),臺北市信義區虎林街74巷1~30號,23.43,住,,,1090214,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,,91.28999999999999,2,1,1,有,有,12800000,140213,,0.0,0,,RPUNMLOLLHPFFDA38CA
信義區,房地(土地+建物),臺北市信義區林口街61~90號,27.25,住,,,1090202,土地1建物1車位0,陽台，三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.31,3,1,1,有,無,12500000,146524,,0.0,0,含增建或未登記建物。;,RPQOMLTKLHPFFDA48CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,26.15,住,,,1081228,土地4建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,190.85,3,2,2,有,有,34500000,213107,坡道平面,41.16,2600000,,RPQOMLKLLHPFFDA67CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,18.96,住,,,1080908,土地4建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,146.99,2,2,1,有,有,27100000,230558,坡道平面,41.16,2700000,,RPSOMLKLLHPFFDA87CA
松山區,土地,敦化段二小段301~330地號,31.33,住,,,1081205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22000000,702202,,0.0,0,本案買賣總價款包含未辦理保存登記之建物,RPSPMLRJMHPFFDA58CA
松山區,土地,敦化段二小段301~330地號,31.33,住,,,1081205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22000000,702202,,0.0,0,本案買賣總價款包含未辦理保存登記之建物,RPTPMLRJMHPFFDA68CA
松山區,土地,敦化段二小段301~330地號,15.67,住,,,1081205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,701978,,0.0,0,本案買賣總價款包含未辦理保存登記之建物,RPUPMLRJMHPFFDA78CA
松山區,土地,敦化段二小段301~330地號,15.67,住,,,1081205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,701978,,0.0,0,本案買賣總價款包含未辦理保存登記之建物,RPWPMLRJMHPFFDA98CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,35.99,住,,,1090303,土地1建物2車位2,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,290.35,3,2,2,有,有,40000000,137765,坡道平面,77.82,0,,RPTNMLKMMHPFFDA08CA
士林區,房地(土地+建物),臺北市士林區德行西路31~60號,19.04,工,,,1090225,土地3建物2車位0,七層,十三層,其他,見其他登記事項,鋼筋混凝土造,0970502,95.96000000000001,1,1,1,有,有,14480000,150896,,0.0,0,親友、員工或其他特殊關係間之交易。;關係企業,RPWOMLOLMHPFFEA88CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷121~150號,36.82,住,,,1081218,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080131,215.57,3,2,2,有,無,35500000,191462,坡道平面,42.69,2400000,,RPTNMLKLLHPFFEA97CA
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷34弄31~60號,9.68,住,,,1090122,土地1建物1車位0,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1080121,40.59,1,1,1,有,有,9080000,223700,,0.0,0,,RPRNMLNLLHPFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷38弄1~30號,36.27,住,,,1090117,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070614,220.7,2,2,2,有,有,41800000,215855,坡道平面,39.56,2700000,,RPVPMLTKLHPFFEA56CA
士林區,房地(土地+建物)+車位,臺北市士林區德行東路91~120號,48.69,住,,,1090225,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011123,389.36,3,2,2,有,有,90000000,231149,坡道平面,66.16,0,,RPXOMLTKLHPFFEA66CA
北投區,房地(土地+建物),臺北市北投區幽雅路1~30號,9.19,其他,,,1090305,土地1建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980205,56.83,1,1,1,有,有,6100000,107338,,0.0,0,,RPOOMLSKLHPFFEA28CA
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段31~60號,16.81,住,,,1081228,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860115,95.75999999999999,2,2,1,有,有,17210000,179720,坡道平面,0.0,0,含增建或未登記建物。;,RPUOMLSKLHPFFEA88CA
北投區,房地(土地+建物),臺北市北投區榮華二路1~30號,26.59,住,,,1090208,土地2建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690430,142.60999999999999,3,2,2,有,有,23750000,166538,,0.0,0,含增建或未登記建物。;,RPSPMLSKLHPFFEA78CA
北投區,土地,三合段61~90地號,18.28,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6634800,362954,,0.0,0,,RPWNMLKMLHPFFEA38CA
士林區,房地(土地+建物)+車位,臺北市士林區天母東路91~120號,51.64,商,,,1090224,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0780107,188.04999999999998,3,2,2,有,無,23002380,122314,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPLLHPFFEA08CA
北投區,房地(土地+建物),臺北市北投區明德路271~300號,8.13,住,,,1090302,土地2建物1車位0,一層,七層,店面(店鋪),商業用,鋼筋混凝土造,0690728,46.81,1,1,1,有,有,12200000,260628,,0.0,0,,RPWQMLNLLHPFFEA88CA
北投區,房地(土地+建物),臺北市北投區溫泉路31~60號,30.77,住,,,1090222,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670311,110.6,3,2,2,有,無,12000000,108499,,0.0,0,,RPXOMLPLLHPFFEA98CA
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段343巷1~30號,22.5,住,,,1090225,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041203,146.91,3,2,2,有,有,25280000,260773,升降機械,56.87,1800000,,RPWOMLKLLHPFFEA38CA
士林區,土地,溪山段三小段301~330地號,1349.33,其他,,,1090224,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4081700,3025,,0.0,0,,RPTOMLNLLHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區中央北路二段391~420號,10.83,住,,,1090212,土地1建物1車位0,五層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941027,47.53,1,1,1,有,有,5800000,122028,,0.0,0,,RPUOMLRLLHPFFEA88CA
大安區,房地(土地+建物),臺北市大安區信義路二段86巷1~30號,12.0,住,,,1090215,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701203,42.96,3,2,2,有,無,9100000,211825,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLKKMHPFFFA67CA
大安區,房地(土地+建物),臺北市大安區復興南路二段391~420號,15.27,住,,,1090309,土地1建物1車位0,地下層,十二層,店面(店鋪),見其他登記事項,鋼筋混凝土造,,125.42,0,0,0,無,有,29200000,232818,,0.0,0,,RPVNMLLJMHPFFFA28CA
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段151~180號,16.65,其他,,,1090121,土地2建物2車位1,二十層，二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,196.68,3,2,3,有,有,54880000,279018,坡道平面,0.0,0,,RPPNMLRLLHPFFFA38CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段211~240號,22.58,住,,,1090224,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,126.61000000000001,3,2,2,有,有,28200000,222731,,0.0,0,含增建或未登記建物。;,RPUNMLTKLHPFFFA98CA
大安區,房地(土地+建物),臺北市大安區龍泉街61~90號,33.13,住,,,1090102,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000825,135.31,3,2,2,有,有,35600000,263100,,0.0,0,含增建或未登記建物。;,RPQPMLSKLHPFFFA68CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段170巷6弄1~30號,21.75,住,,,1090211,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.44000000000001,5,2,2,有,無,28000000,226831,,0.0,0,含增建或未登記建物。;,RPRPMLSKLHPFFFA78CA
中正區,房地(土地+建物),臺北市中正區師大路181~210號,37.0,住,,,1090111,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,,124.63,3,2,2,有,無,19280000,154698,,0.0,0,含增建或未登記建物。,RPVSMLLMLHPFFAA58DA
文山區,房地(土地+建物),臺北市文山區辛亥路四段222巷1~30號,32.4,住,,,1090122,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.87,3,2,2,有,無,11250000,114948,,0.0,0,含增建或未登記建物。,RPVNMLKLLHPFFAA87DA
文山區,房地(土地+建物),臺北市文山區和興路28巷3弄1~30號,72.88,住,,,1090223,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,96.33,3,2,2,有,無,13000000,134953,,0.0,0,,RPXNMLSKLHPFFAA78DA
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段91~120號,56.35,其他,,,1081109,土地1建物2車位4,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950125,594.39,4,4,3,有,有,183880000,402277,坡道平面,162.15,10000000,,RPVNMLRLMHPFFFA09CA
中山區,房地(土地+建物),臺北市中山區復興北路151~180號,14.32,商,,,1090120,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690822,134.57,4,2,1,有,有,24880000,184885,,0.0,0,含增建或未登記建物。,RPTNMLNLLHPFFCA18DA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段121~150號,7.27,商,,,1090214,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,83.38,2,2,1,有,有,13500000,161909,,0.0,0,含增建或未登記建物。,RPUNMLNLLHPFFCA28DA
中山區,房地(土地+建物)+車位,臺北市中山區明水路451~480號,42.93,住,,,1090214,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840718,203.21,3,2,2,有,有,47500000,268081,坡道平面,35.35,2500000,含增建或未登記建物。,RPWQMLTKLHPFFCA66DA
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,2.43,商,,,1090221,土地1建物1車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0681219,22.81,1,1,1,有,有,3150000,138097,,0.0,0,,RPWNMLOLLHPFFCA58DA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段102巷1~30號,13.98,住,,,1090215,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701021,68.38,1,2,1,有,無,9680000,141562,,0.0,0,含增建或未登記建物。,RPQPMLQLLHPFFCA38DA
中山區,房地(土地+建物),臺北市中山區敬業二路69巷31~60號,14.16,商,,,1090225,土地1建物1車位0,七層,十層,其他,見其他登記事項,鋼筋混凝土造,0961218,58.510000000000005,2,1,1,有,有,12660000,216373,,0.0,0,含增建或未登記建物。,RPURMLPLLHPFFCA88DA
中山區,房地(土地+建物)+車位,臺北市中山區明水路541~570號,22.58,住,,,1090203,土地1建物1車位1,二層，三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850530,118.44,3,2,2,有,有,19880000,167849,坡道平面,0.0,2500000,含增建或未登記建物。,RPXSMLQLLHPFFCA76DA
內湖區,房地(土地+建物),臺北市內湖區康樂街136巷15弄31~60號,24.88,商,,,1090119,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740321,95.71,4,2,2,有,無,11680000,122035,,0.0,0,含增建或未登記建物。,RPWTMLKMLHPFFCA88DA
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街168巷31~60號,12.51,住,,,1090120,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,106.25,3,1,1,有,有,14500000,136471,坡道平面,0.0,2000000,含增建或未登記建物。,RPQNMLMJMHPFFCA67DA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段296巷1~30號,28.17,住,,,1090122,土地1建物1車位1,四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850628,171.17,4,2,1,有,有,26400000,193820,坡道平面,47.87,2500000,,RPRNMLMJMHPFFCA77DA
萬華區,房地(土地+建物),臺北市萬華區西園路二段31~60號,40.5,住,,,1090309,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),工業用,鋼筋混凝土造,,134.16,0,0,0,無,無,9000000,67084,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLTKLHPFFBA98DA
中正區,房地(土地+建物)+車位,臺北市中正區仁愛路一段23巷1~30號,54.24,住,,,1090217,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030730,276.84000000000003,4,2,2,有,有,69800000,252131,坡道平面,0.0,3500000,,RPOQMLOLLHPFFBA97DA
大同區,車位,臺北市大同區五原路1~30號,0.11,商,,,1090302,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0981216,22.59,0,0,0,有,有,1060000,,坡道機械,22.59,1060000,單獨車位交易。;,RPSNMLKMLHPFFBA77DA
信義區,房地(土地+建物)+車位,臺北市信義區景雲街1~30號,52.84,住,,,1090219,土地2建物2車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970225,130.13,2,1,1,有,無,18000000,138323,坡道平面,0.0,0,,RPTPMLPLLHPFFDA68DA
松山區,房地(土地+建物),臺北市松山區南京東路三段335巷1~30號,9.1,住,,,1090220,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760217,47.989999999999995,1,1,1,有,有,9880000,205876,,0.0,0,含增建或未登記建物。;,RPRPMLTKLHPFFDA78DA
南港區,房地(土地+建物)+車位,臺北市南港區松河街751~780號,12.1,住,,,1090215,土地1建物1車位1,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981207,52.730000000000004,1,1,1,有,有,9250000,174065,坡道機械,9.93,1800000,含增建或未登記建物。,RPUPMLNLLHPFFDA58DA
士林區,房地(土地+建物),臺北市士林區天母北路28巷1~30號,34.4,住,,,1090202,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680706,102.52,3,2,2,有,無,14080000,137339,,0.0,0,含增建或未登記建物。,RPPQMLNLLHPFFEA28DA
士林區,土地,海光段二小段511~540地號,24.67,住,,,1090309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4010000,162546,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;包含公共設施保留地之交易。;,RPXNMLOLLHPFFEA88DA
北投區,房地(土地+建物)+車位,臺北市北投區北投路一段61~90號,6.94,住,,,1090217,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970331,72.89,2,1,1,有,有,10080000,188182,升降平面,28.89,1800000,,RPTRMLQLLHPFFEA09DA
士林區,房地(土地+建物),臺北市士林區中庸五路91~120號,562.12,住,,,1090203,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,1061103,540.69,0,3,0,有,無,123880000,229115,,0.0,0,含增建或未登記建物。;,RPRQMLTKLHPFFEA98DA
北投區,房地(土地+建物),臺北市北投區尊賢街249巷1~30號,36.58,住,,,1090211,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730625,137.47,3,2,2,有,無,13500000,98203,,0.0,0,含增建或未登記建物。,RPPOMLNLLHPFFEA08DA
北投區,房地(土地+建物),臺北市北投區文化三路1~30號,34.4,住,,,1090224,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741127,127.56,3,2,2,有,有,13550000,106225,,0.0,0,含增建或未登記建物。,RPVOMLNLLHPFFEA68DA
北投區,土地,振興段一小段361~390地號,0.19,其他,,,1090304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,150330,0,,0.0,0,向政府機關承購之案件。;,RPWOMLNLLHPFFEA78DA
大安區,房地(土地+建物),臺北市大安區仁愛路四段391~420號,15.78,其他,,,1081030,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710227,128.32,3,2,2,有,有,35180000,274158,,0.0,0,含增建或未登記建物。,RPVOMLPLLHPFFFA98DA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段251巷8弄1~30號,32.33,住,,,1090220,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.17,4,2,2,有,無,27300000,275285,,0.0,0,含增建或未登記建物。,RPPPMLOLLHPFFFA38DA
大安區,房地(土地+建物)+車位,臺北市大安區樂業街91~120號,45.5,住,,,1081227,土地1建物1車位3,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010523,266.96000000000004,4,2,2,有,有,56500000,196843,塔式車位,10.41,6000000,含增建或未登記建物。;,RPOOMLKLLHPFFFA77DA
信義區,房地(土地+建物),臺北市信義區虎林街104巷91~120號,38.0,住,,,1081227,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0800818,108.69,8,8,4,有,無,25000000,230012,,0.0,0,含增建或未登記建物。,RPWPMLNLLHPFFDA78DA
信義區,房地(土地+建物),臺北市信義區永吉路278巷48弄1~30號,38.0,住,,,1090210,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,97.27,3,2,2,有,無,28500000,292999,,0.0,0,含增建或未登記建物。,RPQNMLNJMHPFFDA87DA
南港區,房地(土地+建物)+車位,臺北市南港區研究院路二段61巷1~30號,27.75,其他,,,1090201,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021230,209.5,3,2,2,有,有,31300000,179626,坡道平面,51.95,3000000,,RPUNMLLJMHPFFDA08DA
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.0,商,,,1090302,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,189.54000000000002,3,2,2,有,有,34745700,183316,坡道平面,0.0,0,向政府機關承購之案件。;,RPQNMLKLLHPFFBA47DA
中山區,房地(土地+建物),臺北市中山區德惠街1~30號,3.82,商,,,1090226,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930211,40.65,3,2,1,有,有,8200000,201722,,0.0,0,含增建或未登記建物。;,RPUPMLLMLHPFFCA38DA
中山區,房地(土地+建物),臺北市中山區新生北路一段91~120號,5.4,商,,,1090217,土地1建物1車位0,二層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0771216,44.57,1,1,1,有,有,7000000,157056,,0.0,0,含增建或未登記建物。,RPTVMLLMLHPFFCA88DA
中山區,房地(土地+建物)+車位,臺北市中山區龍江路149巷1~30號,34.25,住,,,1090122,土地2建物1車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740605,168.04000000000002,4,3,3,有,無,23000000,155953,坡道平面,36.59,2500000,含增建或未登記建物。,RPQOMLNLLHPFFCA97DA
大安區,房地(土地+建物),臺北市大安區敦化南路一段236巷1~30號,44.74,住,,,1090207,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),,鋼筋混凝土造,,185.32,4,2,3,有,有,44800000,241744,,0.0,0,含增建或未登記建物。;,RPVNMLTKLHPFFFA09CA
