鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
士林區,房地(土地+建物)+車位,臺北市士林區士商路151~180號,29.85,住,,,1050812,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1081114,199.14,3,2,2,有,有,42000000,248550,坡道平面,42.23,3000000,,RPROMLTJLHPFFEA58CA
士林區,房地(土地+建物),臺北市士林區中山北路七段114巷33弄1~30號,39.33,住,,,1090210,土地3建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,164.18,4,2,2,有,有,23370000,142344,,0.0,0,,RPRNMLTKLHPFFEA58CA
北投區,房地(土地+建物),臺北市北投區公?路255巷17弄1~30號,147.0,住,,,1081213,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660226,148.64,3,2,2,有,無,56700000,381459,,0.0,0,,RPTOMLKLMHPFFEA18CA
士林區,房地(土地+建物)+車位,臺北市士林區後港街121~150號,52.6,工,,,1090119,土地1建物1車位1,十四層,十四層,其他,見其他登記事項,鋼筋混凝土造,0990128,340.84,3,2,2,有,有,57000000,167234,坡道機械,17.17,0,含增建或未登記建物。;,RPUOMLQJLHPFFEA58CA
北投區,房地(土地+建物),臺北市北投區實踐街1~30號,25.2,住,,,1090207,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651113,90.12,3,2,1,有,無,12140000,134709,,0.0,0,含增建或未登記建物。;,RPWOMLPJLHPFFEA68CA
北投區,房地(土地+建物),臺北市北投區中和街502巷15弄1~30號,33.98,其他,,,1090208,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650514,93.93,3,2,1,有,無,8350000,88896,,0.0,0,含增建或未登記建物。;,RPUNMLQJLHPFFEA48CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷1~30號,14.82,住,,,1090108,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031002,92.08,1,2,1,有,有,19600000,212858,塔式車位,12.5,0,,RPWPMLPJLHPFFDA68CA
松山區,房地(土地+建物)+車位,臺北市松山區饒河街181~210號,9.36,商,,,1081125,土地1建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,142.74,3,2,2,有,有,28500000,208918,坡道機械,14.46,1700000,,RPPNMLQJLHPFFDA87CA
信義區,房地(土地+建物),臺北市信義區松德路180巷1~30號,26.88,其他,,,1090121,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780718,116.06,3,2,2,有,有,37880000,326383,,0.0,0,含增建或未登記建物。;,RPQNMLQJLHPFFDA97CA
松山區,房地(土地+建物),臺北市松山區敦化北路199巷2弄1~30號,31.33,住,,,1090202,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660630,102.24,3,2,1,有,無,19250000,188282,,0.0,0,含增建或未登記建物。;,RPRNMLQJLHPFFDA08CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷29弄1~30號,20.45,住,,,1090201,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.89,3,2,2,有,有,22680000,220430,,0.0,0,含增建或未登記建物。;,RPSNMLQJLHPFFDA18CA
松山區,房地(土地+建物),臺北市松山區民權東路三段125巷1~30號,24.31,住,,,1090110,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0740408,129.41,3,2,2,有,有,21600000,166911,,0.0,0,,RPQOMLQJLHPFFDA08CA
信義區,房地(土地+建物),臺北市信義區吳興街156巷61~90號,22.19,住,,,1090120,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,61.08,3,2,2,有,無,7300000,119515,,0.0,0,,RPROMLQJLHPFFDA18CA
南港區,房地(土地+建物),臺北市南港區合順街8巷7弄1~30號,26.5,住,,,1090105,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,69.6,2,2,2,有,無,8880000,127586,,0.0,0,含增建或未登記建物。;,RPUNMLQJLHPFFDA38CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,11.64,住,,,1081105,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030829,117.19,0,0,0,無,有,37000000,315727,塔式車位,15.78,0,含增建或未登記建物。;,RPVNMLQJLHPFFDA48CA
信義區,房地(土地+建物),臺北市信義區基隆路二段1~30號,3.12,商,,,1090122,土地6建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780905,36.67,0,0,0,無,有,9400000,256340,,0.0,0,含增建或未登記建物。;,RPWNMLTJLHPFFDA88CA
南港區,房地(土地+建物),臺北市南港區興中路80巷1~30號,10.62,商,,,1081227,土地2建物1車位0,一層，平台，騎樓,四層,店面(店鋪),商業用,鋼筋混凝土造,,42.36,0,0,0,無,無,5085000,120042,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOQMLQJLHPFFDA08CA
信義區,房地(土地+建物)+車位,臺北市信義區松高路91~120號,78.76,住,,,1090110,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861126,272.92,3,2,3,有,有,92000000,337095,坡道平面,0.0,0,含增建或未登記建物。;,RPTPMLQJLHPFFDA48CA
松山區,房地(土地+建物),臺北市松山區長安東路二段211~240號,7.8,商,,,1090117,土地3建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670817,89.47,2,2,1,有,有,16500000,184419,,0.0,0,含增建或未登記建物。;,RPUPMLQJLHPFFDA58CA
中山區,房地(土地+建物),臺北市中山區民生東路二段127巷1~30號,9.71,商,,,1090208,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651206,58.85,2,1,1,有,有,13100000,222600,,0.0,0,,RPQQMLPJLHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區龍江路223巷1~30號,9.79,住,,,1090204,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990205,41.64,1,1,1,有,有,8300000,199328,,0.0,0,含增建或未登記建物。;,RPWQMLPJLHPFFCA68CA
中山區,房地(土地+建物),臺北市中山區林森北路85巷1~30號,8.83,商,,,1090116,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760710,39.07,1,1,1,有,有,6300000,161249,,0.0,0,陽台外推,RPVRMLPJLHPFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段591巷1~30號,35.8,住,,,1090119,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740114,129.4,3,2,2,有,無,17000000,131376,,0.0,0,含增建或未登記建物。;,RPWNMLQJLHPFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷21弄1~30號,46.57,住,,,1081226,土地1建物1車位2,十二層，十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880731,248.63,5,2,3,有,有,48500000,195069,坡道平面,0.0,0,含增建或未登記建物。;,RPOOMLQJLHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區新生北路二段91~120號,1.88,商,,,1090119,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760305,23.060000000000002,0,0,0,無,有,2900000,125759,,0.0,0,,RPPNMLQJLHPFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段411巷82弄1~30號,26.41,住,,,1090209,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730512,102.57,3,2,1,有,無,14000000,136492,,0.0,0,,RPXNMLLKLHPFFCA18CA
中山區,房地(土地+建物),臺北市中山區林森北路271~300號,4.16,商,,,1090208,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660121,53.04,2,1,1,有,有,8500000,160256,,0.0,0,,RPXNMLMKLHPFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區成功路二段426巷31~60號,35.5,住,,,1090210,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661003,102.99,3,2,2,有,無,7080000,68745,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLKKLHPFFCA47CA
中山區,房地(土地+建物),臺北市中山區德惠街1~30號,4.02,商,,,1090119,土地1建物1車位0,四層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0710419,38.24,1,1,1,有,有,6660000,174163,,0.0,0,含增建或未登記建物。;,RPSNMLKKLHPFFCA57CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段123巷43弄1~30號,107.0,住,,,1081118,土地1建物1車位0,全,四層,透天厝,見使用執照,鋼筋混凝土造,0870923,217.14,5,2,4,有,有,36500000,168094,,0.0,0,,RPSOMLKKLHPFFCA67CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段189巷21弄1~30號,41.75,住,,,1090203,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751209,105.66,3,2,2,有,無,14900000,141018,,0.0,0,,RPVQMLQJLHPFFCA68CA
內湖區,車位,臺北市內湖區大湖街131巷2弄1~30號,8.54,商,,,1090221,土地0建物0車位1,地下二層,十二層,其他,停車空間,鋼筋混凝土造,0851231,49.35,0,0,0,有,有,2000000,,坡道平面,49.35,2000000,,RPRNMLRJLHPFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段387巷1~30號,38.69,住,,,1090211,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000613,191.42000000000002,2,1,1,有,有,34500000,180232,升降機械,13.4,0,,RPQNMLTJLHPFFCA18CA
中山區,房地(土地+建物),臺北市中山區林森北路391~420號,2.41,商,,,1090206,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710531,27.270000000000003,1,0,1,有,有,3050000,111845,,0.0,0,,RPUNMLNKLHPFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區港墘路1~30號,73.01,住,,,1090130,土地1建物1車位4,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020606,546.6899999999999,5,2,4,有,有,103380000,189102,坡道平面,59.92,0,,RPUPMLQKLHPFFCA58CA
中山區,房地(土地+建物),臺北市中山區合江街61~90號,19.25,住,,,1090111,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591217,47.12,2,1,1,有,無,9400000,199491,,0.0,0,,RPTNMLKMLHPFFCA87CA
中山區,房地(土地+建物),臺北市中山區松江路100巷1~30號,183.5,住,,,1081210,土地1建物1車位0,全,一層,透天厝,見其他登記事項,加強磚造,0430327,71.08,3,2,1,有,無,144323000,2030431,,0.0,0,,RPVOMLOLLHPFFCA48CA
內湖區,土地,潭美段五小段31~60地號,1077.09,其他,,,1090218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,390981600,362998,,0.0,0,,RPOPMLOLLHPFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,9.54,商,,,1081129,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,135.06,1,1,1,有,有,21380000,203999,坡道機械,41.04,2200000,,RPOQMLSKLHPFFCA28CA
大同區,房地(土地+建物),臺北市大同區南京西路271~300號,23.86,商,,,1090218,土地1建物1車位0,十二層,十九層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1011214,287.24,4,2,2,有,有,69500000,241958,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLQJLHPFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區長沙街二段31~60號,15.23,商,,,1081223,土地2建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820415,142.18,3,2,2,有,有,22100000,155437,,0.0,0,含增建或未登記建物。;,RPQOMLQJLHPFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區昆明街181~210號,9.05,商,,,1090204,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000623,105.66,2,2,2,有,有,19750000,186920,,0.0,0,,RPROMLQJLHPFFBA97CA
大同區,房地(土地+建物)+車位,臺北市大同區民權西路211~240號,13.73,其他,,,1090204,土地3建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,184.62,3,2,2,有,有,36000000,194995,坡道平面,39.35,0,,RPRNMLQJLHPFFBA87CA
大同區,房地(土地+建物)+車位,臺北市大同區哈密街31~60號,25.42,住,,,1090205,土地1建物1車位1,一層，地下一層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030515,132.39,1,0,1,有,有,24000000,181283,升降機械,14.03,0,,RPVNMLTJLHPFFBA58CA
中正區,房地(土地+建物),臺北市中正區忠孝西路一段1~30號,30.4,商,,,1090207,土地3建物1車位0,九層,九層,華廈(10層含以下有電梯),,鋼筋混凝土造,,79.05,0,0,0,無,有,14400000,182163,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLKKLHPFFBA67CA
中正區,房地(土地+建物),臺北市中正區臨沂街45巷1~30號,36.74,住,,,1090107,土地1建物1車位0,一層，夾層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730224,105.61,3,2,2,有,無,31000000,293533,,0.0,0,可使用地下室，前院後院外推,RPSNMLRKLHPFFBA18CA
文山區,土地,景美段五小段61~90地號,2.0,商,,,1090207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2414740,1207370,,0.0,0,向政府機關承購之案件。;,RPPOMLQJLHPFFAA67CA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段151~180號,11.6,商,,,1081128,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060511,194.72,3,2,2,有,有,28280000,176440,坡道平面,42.94,1500000,建商與地主合建案。;,RPPOMLPJLHPFFAA57CA
文山區,土地,景美段五小段751~780地號,1.0,商,,,1090212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLTJLHPFFAA97CA
文山區,房地(土地+建物),臺北市文山區和興路1~30號,31.67,住,,,1090130,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791004,105.91,3,2,2,有,有,12880000,121613,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVQMLTJLHPFFAA78CA
文山區,房地(土地+建物)+車位,臺北市文山區萬利街31~60號,43.52,其他,,,1090114,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0800129,215.25,3,2,3,有,無,17300000,80372,坡道平面,0.0,0,含增建或未登記建物。;,RPQNMLKKLHPFFAA17CA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段91~120號,127.34,商,,,1090221,土地4建物6車位0,九層,二十六層,辦公商業大樓,商業用,鋼骨混凝土造,0850304,2148.63,0,0,0,無,有,608000000,282971,,0.0,0,,RPUNMLKKLHPFFAA57CA
文山區,房地(土地+建物),臺北市文山區景華街151~180號,43.53,住,,,1081218,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,116.3,3,2,2,有,無,19000000,163371,,0.0,0,,RPVNMLKKLHPFFAA67CA
文山區,房地(土地+建物),臺北市文山區興隆路三段255巷1~30號,57.26,住,,,1090115,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820715,113.4,3,2,2,有,有,13000000,114638,,0.0,0,,RPXNMLLKLHPFFAA97CA
文山區,房地(土地+建物),臺北市文山區興隆路三段36巷1~30號,30.02,商,,,1090201,土地1建物2車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810130,107.31,3,2,2,有,無,13680000,127481,,0.0,0,含增建或未登記建物。;,RPQOMLLKLHPFFAA37CA
文山區,房地(土地+建物),臺北市文山區木新路二段79巷12弄1~30號,28.68,住,,,1081129,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720607,117.12,3,1,2,有,無,12200000,104167,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLKLHPFFAA17CA
文山區,房地(土地+建物),臺北市文山區溪口街36巷1~30號,40.25,住,,,1090204,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,78.26,2,2,1,有,無,11100000,141835,,0.0,0,,RPSNMLKKLHPFFAA37CA
文山區,房地(土地+建物),臺北市文山區指南路三段91~120號,29.14,住,,,1090207,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,128.29,3,1,2,有,有,19000000,148102,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPPQMLNLLHPFFAA77CA
文山區,車位,臺北市文山區指南路三段61~90號,0.0,,,,1090207,土地0建物0車位1,,,其他,,,,25.48,0,0,0,有,有,1600000,,坡道機械,25.48,1600000,單獨車位交易。;,RPVPMLNLLHPFFAA28CA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段151~180號,0.14,商,,,1090225,土地1建物2車位2,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981126,0.24,3,2,2,有,有,50000,0,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLRKLHPFFAA87CA
文山區,房地(土地+建物),臺北市文山區辛亥路七段69巷1~30號,16.42,住,,,1081228,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660527,58.199999999999996,2,2,1,有,無,8350000,143471,,0.0,0,含增建或未登記建物。;,RPXRMLTJLHPFFAA09CA
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路五段61~90號,9.89,住,,,1081213,土地1建物1車位1,六層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1040318,52.290000000000006,1,1,1,有,有,10200000,195066,塔式車位,6.5,0,含增建或未登記建物。;,RPVRMLTJLHPFFAA88CA
文山區,土地,萬慶段一小段421~450地號,7.0,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1470000,210000,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣，含未辦保存登記建物持分1/6新台幣3萬元併同移轉,RPQRMLTJLHPFFAA38CA
文山區,土地,萬慶段一小段421~450地號,7.0,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1470000,210000,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣，含未辦保存登記建物持分1/6新台幣3萬元併同移轉,RPRRMLTJLHPFFAA48CA
文山區,房地(土地+建物),臺北市文山區羅斯福路六段421~450號,22.5,商,,,1090206,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,63.15,1,1,1,有,無,12360000,195724,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLTJLHPFFAA38CA
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段61~90號,4.58,商,,,1081208,土地2建物1車位1,十一層,十四層,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1080124,90.72,1,1,1,有,無,18000000,316638,其他,38.61,1500000,,RPOOMLKMLHPFFAA27CA
文山區,房地(土地+建物),臺北市文山區羅斯福路五段181~210號,17.8,商,,,1090204,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,61.97,2,2,1,有,無,9850000,158948,,0.0,0,,RPPPMLNKMHPFFAA67CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段140巷61~90號,36.0,其他,,,1090206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,122.45,5,1,1,有,無,17000000,138832,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPTNMLNKLHPFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區中華路一段181~210號,47.2,商,,,1090218,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,210.2,0,0,0,無,無,30000000,142721,,0.0,0,,RPWNMLTKLHPFFBA78CA
萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段121~150號,14.81,商,,,1090122,土地2建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,198.19,3,2,2,有,有,32200000,194876,坡道平面,43.22,2000000,1.本案因賣方需辦理車位調整，故公契及私契立契日不同，本申報日期為私契立契日。2.建物清冊內公設建號面積含車位面積。,RPOPMLSKLHPFFBA08CA
萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段121~150號,14.81,商,,,1090203,土地2建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,194.51,3,2,2,有,有,31500000,187447,坡道平面,39.8,2500000,1.本案因賣方需辦理車位調整，故私契及公契立契日不同，本申報日期為私契立契日。2.建物清冊內公設建號面積含車位面積。,RPTNMLTKLHPFFBA48CA
中正區,土地,中正段二小段241~270地號,48.46,住,,,1081230,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30675180,633000,,0.0,0,,RPSPMLQLLHPFFBA38CA
中正區,房地(土地+建物),臺北市中正區杭州南路一段111巷1~30號,72.0,住,,,1081230,土地1建物1車位0,全,一層,透天厝,,木造,,44.63,7,2,1,有,無,50356820,1128318,,0.0,0,,RPTPMLQLLHPFFBA48CA
中正區,土地,中正段二小段241~270地號,16.0,住,,,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10648000,665500,,0.0,0,,RPUPMLQLLHPFFBA58CA
大同區,房地(土地+建物),臺北市大同區昌吉街31~60號,17.83,住,,,1081218,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0560921,38.68,1,1,1,有,無,3500000,90486,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣,RPXNMLPLLHPFFBA58CA
萬華區,房地(土地+建物)+車位,臺北市萬華區德昌街121~150號,51.36,住,,,1090122,土地1建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000131,327.41999999999996,3,2,3,有,有,53800000,164315,坡道平面,76.74,0,,RPXOMLKLMHPFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區桂林路246巷42弄1~30號,28.5,住,,,1090208,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590422,86.73,3,2,1,有,無,8200000,94546,,0.0,0,含增建或未登記建物。;,RPOPMLKKLHPFFBA27CA
大同區,房地(土地+建物),臺北市大同區民樂街151~180號,19.52,其他,,,1090114,土地3建物1車位0,五層，電梯樓梯間,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850807,106.09,3,2,1,有,無,16680000,157225,,0.0,0,含增建或未登記建物。;,RPXNMLTJLHPFFBA78CA
中正區,房地(土地+建物),臺北市中正區濟南路二段1~30號,39.71,住,,,1081222,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660115,117.43,4,2,2,有,無,30000000,255471,,0.0,0,,RPSOMLTJLHPFFBA38CA
大同區,房地(土地+建物)+車位,臺北市大同區民族西路225巷1~30號,36.0,住,,,1081201,土地1建物1車位2,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960731,200.76,3,2,2,有,有,30500000,151923,坡道機械,39.98,0,含增建或未登記建物。;,RPPOMLTJLHPFFBA08CA
大同區,房地(土地+建物)+車位,臺北市大同區民權西路211~240號,8.53,其他,,,1090204,土地3建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,129.27,2,2,1,有,有,19000000,146979,坡道平面,0.0,0,,RPOOMLLKLHPFFBA27CA
中山區,房地(土地+建物),臺北市中山區中山北路二段115巷1~30號,2.88,商,,,1090114,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0680804,19.04,1,1,1,有,有,3000000,157563,,0.0,0,,RPOSMLKMLHPFFCA87CA
中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,13.57,住,,,1090212,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,123.16,2,2,1,有,有,23800000,247615,坡道平面,35.12,2000000,,RPUNMLRLLHPFFCA58CA
中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,14.02,住,,,1090221,土地2建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,124.5,2,1,1,有,有,23800000,243902,坡道平面,35.12,2000000,,RPVNMLRLLHPFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區康樂街121~150號,34.84,住,,,1081219,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770526,108.81,3,2,2,有,無,14000000,128665,,0.0,0,,RPQOMLQKLHPFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段91~120號,28.73,住,,,1090101,土地2建物1車位2,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010905,354.58,0,0,0,無,有,82500000,232670,坡道平面,0.0,0,,RPWOMLRKLHPFFCA78CA
中山區,房地(土地+建物),臺北市中山區天祥路47巷1~30號,16.0,住,,,1090210,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680111,57.68,2,1,1,有,無,11250000,195042,,0.0,0,含增建或未登記建物。;,RPTQMLRKLHPFFCA68CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,9.26,商,,,1090211,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,132.16,1,1,1,有,有,21380000,210492,坡道機械,41.04,2200000,,RPVPMLSKLHPFFCA88CA
內湖區,房地(土地+建物),臺北市內湖區港華街51巷1~30號,29.13,住,,,1090117,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740726,80.32,4,0,4,有,無,13600000,169323,,0.0,0,含增建或未登記建物。;,RPVNMLTJLHPFFCA68CA
